original_index,chunk_id,chunk_index,text,a2_text
16,16_2,2,"France reported 26,457 new confirmed cases on Wednesday in 24 hours, but attributed the rise to increased testing. There were 304 deaths in hospital. The number of positive tests remains low, at 2.9%.","Here's the rewritten text at CEFR A2 level:

France said they found many new cases of the virus on Wednesday. They found 26,457 new cases in one day. This is because they did more tests for the virus.

304 people died in the hospital.

Not many tests were positive. Only 2.9% of the tests showed the virus."
17,17_0,0,"Officials in Gibraltar are making daily patrols of the territory’s Barbary macaque population amid fears that the iconic monkeys could be vulnerable to the coronavirus. The British overseas territory has been relatively spared by the virus, documenting about 1,500 confirmed cases and six deaths. But as governments around the world wrestle with how to keep the coronavirus at bay, authorities in the Rock are grappling with an additional worry: how to shield Europe’s only wild monkey population from the virus. “We knew it from day one,” said Mark Pizarro, the veterinary officer responsible for the care of Gibraltar’s macaque population. “It’s logical. You have a virus that lives in primates like us, then it’s going to always be a risk to other primates.” Earlier this year the government sought to crack down on interactions with the macaques, which rank among the territory’s top tourist attractions. A new law, passed in August, made it an offence to touch or interfere with the monkeys, adding to existing legislation that sets out hefty fines for feeding them. “Macaques are prone to succumb to human disease,” the government noted in a statement announcing the new law. “This has been seen in the past when our macaques have for example contracted hepatitis A.” Believed to have been living on the Rock since the Moorish occupation of the Iberian peninsula, local folklore has it that as long as the macaques roam Gibraltar, the territory will remain under British rule. Officials have at times gone to remarkable lengths to protect the population; during the second world war, Winston Churchill gave an order to bolster their dwindling numbers with macaques from north Africa. Today the population stands at about 220 macaques. Coronavirus tests carried out in recent months on four – all of which died of other causes, such as road traffic accidents – came back negative, reinforcing the government’s view that the virus poses only a mild risk to the macaques. But concerns grew again in November after Denmark announced plans to cull more than 15 million mink over fears that new mutations discovered in the animals could undermine the effectiveness of Covid-19 vaccines.","Here is the rewritten text at a CEFR A2 level:

People in Gibraltar are checking the monkeys every day. These monkeys are called Barbary macaques. They are worried that the monkeys could get the coronavirus.

Gibraltar is a British place near Spain. Not many people there have had the virus. About 1,500 people got sick, and six people died.

Governments all over the world are trying to stop the virus. In Gibraltar, people have another problem. They want to protect the monkeys from the virus. These monkeys are the only wild monkeys in Europe.

Mark Pizarro takes care of the monkeys. He said that it was always a worry. The virus can live in people like us. So, it can be dangerous for monkeys too.

Earlier this year, the government made new rules. They wanted to stop people from getting close to the monkeys. Many tourists like to see the monkeys.

In August, they made a new law. Now, it is against the law to touch the monkeys. It is also against the law to give them food. People can get big fines if they do.

The government said that monkeys can get sick from people's diseases. They said that the monkeys got hepatitis A before.

The monkeys have lived in Gibraltar for a long time. Some people say that as long as the monkeys are there, Gibraltar will be British.

People have done a lot to protect the monkeys. During the war, Winston Churchill told people to bring more monkeys from Africa. Now, there are about 220 monkeys.

Recently, they tested four monkeys for the virus. But the monkeys died because of other things, like car accidents. The tests were negative. The government thinks the virus is not a big danger to the monkeys.

But in November, people got worried again. Denmark said they would kill many mink animals. They were worried that the virus was changing in the mink. They thought the changes could make the vaccine not work well."
17,17_1,1,"The Gibraltar government described the Danish announcement as “particularly worrying” given that it suggested that the macaques, should they contract the virus, could become a source of infection for humans and potentially pass on mutations that could jeopardise vaccination efforts. Pizarro said his team of six had been monitoring the macaques on a daily basis. So far they have seen little sign of infection. What their patrols have made clear, however, is that the pandemic – and specifically the resulting plunge in tourism – has been a boon to the macaques. “Their behaviour in a lot of cases has reverted to normal. They interact with themselves, they forage naturally, they spend more time grooming each other, there’s less aggression between the macaques,” said Pizarro. “So there is a lot of positive spin from decreased human contact.”","Here's the rewritten text at A2 level:

The government in Gibraltar is worried. Denmark said something about the monkeys. It is ""very worrying"" for the government.

Denmark said that the monkeys might get sick. They could get a virus. If the monkeys get the virus, they could give it to people. The virus could change in the monkeys. This could make the vaccine not work well.

Pizarro has a team. His team has six people. They watch the monkeys every day. They have not seen many sick monkeys yet.

The team sees that the monkeys are doing better. There are fewer tourists now because of the virus. This is good for the monkeys.

Pizarro said the monkeys are acting normal again. They play with each other. They look for food by themselves. They clean each other more. They fight less.

Pizarro said less people is good for the monkeys."
18,18_0,0,"Jonathan Pollard, a former US Navy analyst who served three decades in prison for leaking thousands of classified documents to Israel, has arrived in Tel Aviv after being released from parole. Israel’s prime minister, Benjamin Netanyahu, greeted Pollard and his wife, Esther, as they walked down the steps from a private jet, footage distributed by the prime minister’s office showed. The couple, both Orthodox Jews, removed their masks and kissed the ground before greeting Netanyahu. “We are ecstatic to be home at last after 35 years,” said Pollard, who was born in the US but was granted Israeli citizenship during his imprisonment. “No one could be prouder of this country or this leader than we are.” After saying a Hebrew prayer of thanksgiving for the liberation of prisoners, Netanyahu presented Pollard, 66, with Israeli identification documents. “Welcome home,” the prime minister said. Having been arrested by FBI agents in 1985 after unsuccessfully seeking refuge at the Israeli embassy in Washington, Pollard was sentenced to life in prison in 1987. The initial shock between the US and its close ally, and Pollard’s continued imprisonment, has long strained relations between the two countries. Netanyahu has pushed for Pollard’s release for decades. During the leader’s first term in the late 1990s, Pollard was granted Israeli citizenship. However, repeated previous attempts to persuade US presidents to grant Pollard clemency have failed. Pollard’s release from parole last month was the latest in a series of gestures by the departing Trump administration towards Netanyahu’s government. In a phone call last month, Netanyahu said to Pollard: “When are we going to see you here? We’re waiting for you.” Pollard’s lawyer, Eliot Lauer, told the Times of Israel that his arrival was “a dream realised after 35 very difficult years”. The couple are expected to enter several days of quarantine, which is compulsory for all returning Israelis as a measure to guard against the spread of coronavirus.","Jonathan Pollard is in Israel now. He used to work for the US Navy. He gave secret papers to Israel. He was in prison for 30 years.

He was let out of prison. Then, he had to follow rules for some time. This time is called parole. Now, his parole is over. He went to Tel Aviv in Israel.

Benjamin Netanyahu is the leader of Israel. He met Jonathan and his wife, Esther. They came off a plane. The leader's office showed a video of this.

Jonathan and Esther are Jewish. They took off their masks. They kissed the ground. Then, they said hello to Netanyahu.

Jonathan said they were happy to be home. It took 35 years. He said he was proud of Israel and the leader. Jonathan was born in the US. But he became a citizen of Israel when he was in prison.

Netanyahu said a prayer. It was a prayer to thank God for letting prisoners go free. Then, Netanyahu gave Jonathan his Israeli papers. Netanyahu said, ""Welcome home."" Jonathan is 66 years old.

FBI agents caught Jonathan in 1985. He wanted to hide in the Israeli embassy. But he could not. In 1987, he was sent to prison for life.

The US and Israel are friends. But this made things difficult. Jonathan being in prison made things bad between the two countries. Netanyahu wanted Jonathan to be free for many years.

In the 1990s, Jonathan became a citizen of Israel. Netanyahu tried many times to ask the US president to let Jonathan go. But the president did not say yes.

Before leaving, the old US government let Jonathan out of parole. Netanyahu called Jonathan last month. He asked when he was coming to Israel. He said they were waiting for him.

Jonathan's lawyer said this was a dream come true. It was after 35 hard years.

Jonathan and Esther will stay inside for some days. This is because of the virus. Everyone coming to Israel must do this. This is to stop the virus from spreading."
19,19_0,0,"Campaigners are calling for social housing providers to put lives above profits following an Observer report on a black tenant who was left homeless after a racist campaign by neighbours. Former social housing chiefs, Lord Victor Adebowale, Aman Dalvi, Lord Geoffrey Filkin and Barry Simons have signed an open letter to the National Housing Federation highlighting wider failings to protect victims of racial harassment. The letter demands an urgent review of social housing policy to ensure that perpetrators of racial harassment are evicted, or their victims rehoused as a priority. The group acted after reading of the plight of Laura Tate (not her real name) who has been homeless for five years after fleeing her flat following death threats. Her housing provider, London and Quadrant (L&amp;Q), refused to evict her abusers, despite their convictions for racially aggravated harassment and public order offences, and it failed to rehouse Tate. Last week a judge awarded her £31,000 in compensation after she sued L&amp;Q for negligence. The Observer had also reported the case of another black tenant who has spent two years in a women’s refuge after fleeing an abusive ex-partner. L&amp;Q failed to rehouse her without concrete evidence that she was endangered. “These are not isolated cases,” said the Labour peer Lord Filkin. “Board members and managers have a fundamental duty to ensure that tenants can live peacefully in their homes; there is more they need to do to ensure this duty is fulfilled.” L&amp;Q, which houses 250,000 people in more than 105,000 homes across the south-east, has promised an independent review on how it handles abuse cases following the Observer investigation. In a statement on its website it admitted that there were lessons to be learned and said that it has a zero-tolerance policy on discrimination of any kind. The National Housing Federation, which represents housing associations, said that it would be glad to meet the letter’s signatories to discuss reforms. “We know that as a sector we can and must do better,” said chief executive Kate Henderson.","People are asking for changes in social housing. Social housing should help people more than make money.

This comes after a report in the Observer newspaper. The report was about a Black woman. She became homeless because her neighbours were racist.

Some important people who used to work in social housing have written a letter. These people are Lord Victor Adebowale, Aman Dalvi, Lord Geoffrey Filkin, and Barry Simons. They sent the letter to the National Housing Federation.

The letter says that social housing is not doing enough to protect people from racism. The letter asks for a quick look at social housing rules. People who are racist should be moved out. Or, the people who are being hurt by racism should be moved to a new home first.

The group wrote the letter after reading about Laura Tate. This is not her real name. She has been homeless for five years. She left her flat because people were threatening to kill her.

Her housing company is called London and Quadrant (L&Q). L&Q did not move out the people who were hurting her. These people were found guilty of racism. L&Q also did not give Laura Tate a new home.

Last week, a judge gave her £31,000. This was because she sued L&Q for not helping her.

The Observer also wrote about another Black woman. She lived in a safe house for two years. She left her home because her ex-boyfriend was hurting her. L&Q did not give her a new home because she did not have enough proof that she was in danger.

Lord Filkin said that these problems happen often. He said that the people in charge of housing must make sure that people can live in peace. He said that they need to do more to make this happen.

L&Q is a big housing company. It has 105,000 homes for 250,000 people in the south-east of England. L&Q said that it will look at how it deals with abuse cases. This will be done by someone who is not working for L&Q.

L&Q said that it can learn from these problems. It also said that it does not allow any kind of racism.

The National Housing Federation helps housing companies. It said that it will meet with the people who wrote the letter. They will talk about how to make things better. Kate Henderson is in charge of the Federation. She said that they need to do more to help people."
19,19_1,1,"“Last month we launched our Equality, Diversity and Inclusion Insight report, which provided evidence of the change we need to deliver. “This, and our new code of governance, emphasise the importance of housing association boards and staff reflecting the diversity of the communities they serve and ensuring the sector is always working to strengthen relationships with residents.”","Here is the text rewritten in CEFR A2 level English:

Last month, we started a new report. It is about Equality, Diversity, and Inclusion. The report shows the changes we need to make.

This report and our new rules are important. They say that housing groups must have different kinds of people. This means the people in charge and the workers. They should be like the people in the area.

We need to make sure our housing groups look like the areas they help. It is important for us to work well with the people who live in our houses. We want to make our relationships with them stronger."
20,20_0,0,"The ruthless campaign by the Chinese government to extinguish all memories of the massacre at Tiananmen Square has now resulted in the removal of the sculpture from the campus of the University of Hong Kong (Outcry as memorial to Tiananmen Square victims removed from Hong Kong University, 23 December). Since many of the countless victims were students, it is appropriate for universities elsewhere to ensure that their bravery and martyrdom is not eradicated from history. University student unions in the UK, not least at those institutions with many Chinese students, should keep their memory alive by renaming their building or part of it. This is what several did following the murder by the authorities of the black South African anti-apartheid student activist Steve Biko. The Steve Biko Bar at Bradford University closed in 2005 but the student union building at Manchester University (which has the largest student union in the UK) is still named after him. No doubt the chancellor of Oxford University, Chris Patten – who was the last British governor of Hong Kong – will be sympathetic. There is also plenty of space for the erection of a memorial near the Chinese embassy in central London. Dr Peter van den Dungen Ex-Bradford University lecturer, Halifax, West Yorkshire • Have an opinion on anything you’ve read in the Guardian today? Please email us your letter and it will be considered for publication.","The Chinese government wants people to forget about the Tiananmen Square event. They took away a statue from a university in Hong Kong. The statue remembered people who died at Tiananmen Square. Many of these people were students.

Universities in other countries should remember these students. They should not let their story be forgotten. Student groups in the UK can help. Some universities have many Chinese students. They can rename a building to remember the students from Tiananmen Square.

They did this before for Steve Biko. He was a student who fought against apartheid in South Africa. The government killed him. Bradford University had a bar named after him. It closed. Manchester University has a building named after him. It is the biggest student building in the UK.

Chris Patten is the head of Oxford University. He was the last British leader of Hong Kong. He will probably understand.

There is also space for a statue in London. It could be near the Chinese embassy.

Dr. Peter van den Dungen used to teach at Bradford University. He lives in Halifax.

Do you have an opinion about the news? Write a letter to the newspaper. They might publish it."
21,21_0,0,"Confused anti-vaccine protesters entered a test-and-trace centre in Milton Keynes on Wednesday, appearing to believe it was a coronavirus vaccine centre, where they were filmed shouting abuse at staff and appearing to steal equipment. Video shared on social media showed the group of several dozen activists, led by former Ukip candidate Jeff Wyatt, walking through the facility holding signs encouraging people not to get vaccinated and criticising the BBC. Wyatt, a former deputy leader of the far-right For Britain Movement, addressed crowds at a rally held before the storming of the Covid-19 testing site, where he claimed there are “millions” of like-minded anti-vaccine activists who have “woken up”. Piers Corbyn, a prominent anti-lockdown protester and brother of the former Labour leader Jeremy Corbyn, could not be seen in the footage but was pictured attending other stops during the so-called Freedom Rally including an invasion of the Milton Keynes Theatre. Protesters were filmed walking towards the NHS test-and-trace centre while a man on a loudspeaker claims that it is where the “vaccine rollout” is taking place as activists walk by a sign that reads “Testing”. Other demonstrators are heard shouting “disgrace” and “shame on you” as staff appear to run away and take shelter in offices. In several videos, a woman is seen unfurling a sign that reads “Reclaim NHS, End Jab” in one of the cabins before taking a large box containing what appears to be testing equipment and papers. She is seen unmasked and smiling at the cameras as she leaves the testing site. Thames Valley police said they were aware of an anti-vaccination protest that took place in central Milton Keynes on Wednesday afternoon. In a statement, the police said: “Where criminal offences have been disclosed, we will take swift action and bring offenders to justice. “If anyone has any information or wishes to report they can do by calling 101 or online quoting reference 604 29/12/2021.” The actions of the anti-vaccine protesters at the test-and-trace centre were described as “disgraceful” and faced widespread criticism by MPs.","Some people were protesting against vaccines. They were confused. They went to a test centre in Milton Keynes on Wednesday.

The test centre was not a vaccine centre. It was a place for coronavirus tests. But the protesters thought it was a vaccine centre.

They shouted at the people who worked there. They seemed to take some things from the centre. Someone filmed it and put it on social media.

A group of people walked through the test centre. They had signs. The signs said people should not get vaccines. The signs also criticized the BBC.

A man named Jeff Wyatt was with the group. He used to work for a political party. He spoke to the crowd before they went to the test centre. He said many people were against vaccines.

Piers Corbyn was also there. He is against lockdowns. He is the brother of Jeremy Corbyn. He was at other protests that day. The protests were called ""Freedom Rally"".

At the test centre, a man used a loudspeaker. He said vaccines were given there. But the sign said ""Testing"". Some protesters shouted bad words at the workers. The workers ran away to find a safe place.

A woman took a sign that said ""Reclaim NHS, End Jab"". She took a big box. It looked like it had test equipment and papers. She was not wearing a mask. She smiled at the cameras when she left.

The police know about the protest. They said they will take action if people broke the law. They asked people to call them if they had information.

People said the protesters' actions were bad. Many important people criticized them."
21,21_1,1,"The local Tory MP Ben Everitt described the protesters as “dickheads” and urged anyone with information to contact police. Nick Thomas-Symonds, shadow secretary of state for international trade, described the protest as “dreadful”, at a site where “NHS staff are working over the festive season to help others”. He urged anyone with information to pass this on to Thames Valley police. Former health secretary Matt Hancock criticised the activists’ “appalling behaviour”. The Conservative MP for Rutland and Melton, Alicia Kearns, described the scenes as “shameful, self-aggrandising nonsense”. Helen Morgan, Liberal Democrat MP for North Shropshire, said the group’s actions were “totally unacceptable”. Stella Creasy, Labour MP for Walthamstow, said the scenes were “disgraceful”. “For months now we have been warning need legislation to tackle those who harass others seeking healthcare. Government promised to act weeks ago but nothing as yet. Enough. It’s not free speech when 50% of debate in fear,” she said. Matthew Barber, police and crime commissioner for Thames Valley, said it was “appalling” to see the protest “escalate into something much uglier”. He added that he had spoken to Thames Valley police officers to discuss the police response on Wednesday evening, and said that “criminal offences will be investigated and appropriate action taken”. “All of the events of today will be reviewed to help plan for future protest events and ensure that colleagues in the NHS can continue their fantastic work in delivering the vaccine rollout,” he said. Joe Harrison, CEO of Milton Keynes University hospital, said: “I am very sorry and angry to see NHS colleagues at Milton Keynes Covid testing centre harassed and intimidated at their place of work. “Our staff having to deal with increasing aggression and violence for simply doing their job. It’s abhorrent, unacceptable and we will not stand for it.”","Here's the rewritten text at CEFR A2 level:

Ben Everitt is a local politician. He said the people protesting were ""bad"". He wants people to tell the police if they know anything about the protest.

Nick Thomas-Symonds is also a politician. He said the protest was ""very bad"". He said that NHS staff are working hard to help people during the holidays. He wants people to give information to the police.

Matt Hancock used to be in charge of health. He said the protesters' actions were ""very bad"".

Alicia Kearns is a politician. She said the protest was ""shameful"". She also said it was ""silly"".

Helen Morgan is a politician. She said the group's actions were ""not okay"".

Stella Creasy is a politician. She said the protest was ""very bad"". She said people have been warning that there needs to be a law about people who bother people getting healthcare. She said the government promised to do something, but nothing has happened yet. She said that people should not be scared to say what they think.

Matthew Barber is in charge of the police. He said the protest became ""worse"". He talked to the police about what happened. He said the police will look into crimes. The police will do something if people broke the law. The police will look at what happened to help them plan for future protests. This will help NHS staff do their jobs vaccinating people.

Joe Harrison is the boss of Milton Keynes University Hospital. He is angry that people bothered the NHS staff at the COVID testing center. He said the staff are being treated badly. He said it is not okay. He said the hospital will not let it happen."
22,22_0,0,"An Afghan former BBC journalist who managed to flee the Taliban has been stranded in a refugee camp for months because of delays to a resettlement scheme promised by the UK government. Mudassar Kadir* is the only one of 14 former BBC employees to have escaped Afghanistan since the Taliban took over in August. The other 13 remain in hiding in fear of their lives. Kadir, who also spent time working for the World Bank and the former Afghan government, had hoped he and his family could begin a new life after leaving Afghanistan, but since escaping in early October with the help of a US charity, Kadir and his wife and two young sons have been stuck in a refugee centre on the outskirts of Dubai. The Kadirs are grateful to the United Arab Emirates for the safe haven and are being well looked afte, but they are prevented from straying more than 100m from the building and the UAE will not accept asylum applications. Kadir is exasperated by the UK government’s repeated refusals in response to his request for help, and he still lives in fear of being sent back to Afghanistan where his work for the BBC has made him a target for the Taliban. “The UK should have a duty of care to me and my family. My life is at risk because I have worked for the BBC. The UK government knows this but they have done nothing to help me,” he said. “In the beginning we hoped that the UK would give me a visa, but now with each passing day my frustration grows.” Campaigners say the family’s predicament highlights the plight of thousands of Afghan immigrants caught in limbo, unable to return home for fear of persecution and prevented from travelling anywhere willing to grant them refugee status. The UK government has promised an Afghan citizens’ resettlement scheme (ACRS) to help as many as 5,000 people a year starting in January, alongside the existing more restrictive Afghanistan relocation and assistance policy (Arap). Kadir does not qualify for Arap, which has helped fewer than 400 people so far, and he is unable apply for ACRS because it is yet to open and when it does will only accept referrals for resettlements from NGOs. Campaigners fear the UK government is deliberately delaying the implementation of the scheme in an effort to reduce numbers.","Mudassar Kadir used to work for the BBC in Afghanistan. The BBC is a news company.
The Taliban took control of Afghanistan.
Mr. Kadir was scared and left Afghanistan.
He is now in a refugee camp. This is a place for people who had to leave their country.
He has been in the camp for many months.
The UK government said they would help him. But they have not yet helped him.
Mr. Kadir is one of 14 people who used to work for the BBC.
He is the only one who could leave Afghanistan.
The other 13 people are still hiding. They are afraid for their lives.
Mr. Kadir also worked for the World Bank and the old government of Afghanistan.
He wanted to start a new life with his family.
He left Afghanistan in October with help from a charity in the USA.
He is now in a refugee camp near Dubai. He is with his wife and two young sons.
The United Arab Emirates is keeping them safe. They are taking good care of them.
But they cannot go more than a little distance from the building.
The United Arab Emirates will not give them a home.
Mr. Kadir is sad because the UK government will not help him.
He is still afraid he will be sent back to Afghanistan.
The Taliban are angry at him because he worked for the BBC.
He said the UK should help him and his family. He said his life is in danger because he worked for the BBC. The UK knows this, but they are not helping.
He hoped the UK would give him a visa. Now he is more and more sad every day.
Some people are helping refugees. They say Mr. Kadir's situation is like many other Afghans.
These Afghans cannot go back home because they are afraid.
And they cannot go to other countries that would take them in.
The UK government said they would help Afghan people come to the UK. They called this plan the Afghan Citizens' Resettlement Scheme. It should start in January and help 5,000 people each year.
The UK also has another plan called Afghanistan Relocation and Assistance Policy. But it is harder to get help from this plan.
Mr. Kadir cannot get help from this plan. It has helped fewer than 400 people.
He cannot apply for the new plan because it is not open yet.
When it opens, only charities can ask for help for people.
Some people think the UK government is waiting to start the plan. They think the UK wants to help fewer people."
22,22_1,1,"The Home Office denies this. “The ACRS is one of the most generous schemes in our country’s history and will give up to 20,000 further people at risk a new life in the UK,” a spokesperson said. “We continue to work at pace to open the scheme amid a complex and changing picture, working across government and with partners such as UNHCR to design the scheme.” It refuses to discuss individual cases. When asked to explain the delay, the Home Office said it was working on a system of “biometric enrolment” and eligibility checks to ensure those accepted did not pose a threat to national security. The Joint Council for the Welfare of Immigrants, which is representing Kadir and many others in the same predicament, says time is running out. Its interim chief executive, Minnie Rahman, said: “Three months ago, our government promised a ‘warm welcome’ to Afghan refugees but increasingly it seems that there’s precious little welcome to be found. “Like Kadir, many Afghans appear to have been shamefully abandoned by the British government, despite clear links to the UK. The resettlement scheme is still not open, family reunion routes are still extremely limited and our government seems unable to offer many who risked their lives working with us the refuge they so urgently need.” The National Union of Journalists has been lobbying the government to help secure visas for all Afghan former BBC staff, including one who survived an armed attack on a relative’s home in October. Its general secretary, Michelle Stanistreet, said: “Whilst progress on the resettlement process happens at a snail’s pace, journalists affected are living in fear and being forced into hiding. We need urgent and robust measures put in place to secure safe passage to the UK for all those Afghans at such high risk.” A spokesperson for the BBC said: “We have every sympathy with former staff, but we regret we are not in a position to extend our direct support to them.” Kadir said: “My hope is that the UK government will fulfil their commitment towards me and my family. But right now it seems no one is paying attention to my case. Since arriving in the UAE two months ago there has been zero progress.” * His name has been changed","The Home Office does not agree with this. A person from the Home Office said: ""The ACRS is a very good plan. It will help 20,000 people who are in danger to live in the UK.""

The person added: ""We are working hard to start the plan. It is difficult because things are changing. We are working with other groups to make the plan.""

The Home Office will not talk about single people. When asked why it is taking so long, the Home Office said they are making a system. This system will use ""biometric enrolment"" (fingerprints and photos). It will also check if people can join the plan. This is to make sure that people who come to the UK are not dangerous.

The Joint Council for the Welfare of Immigrants is helping Kadir and other people like him. They say there is not much time left. Minnie Rahman is the head of this group. She said: ""Three months ago, the government said they would welcome Afghan refugees. But now, it seems like they are not welcome.""

She added: ""Like Kadir, many Afghan people have been left alone by the British government. They have connections to the UK. The resettlement plan is not open yet. It is hard for families to come together. The government is not helping people who worked with them and are in danger.""

The National Union of Journalists wants the government to help Afghan people who used to work for the BBC. One of them was attacked at home in October. Michelle Stanistreet is the head of this group. She said: ""The resettlement is very slow. The journalists are scared and hiding. We need to quickly bring the Afghan people who are in danger to the UK.""

A person from the BBC said: ""We feel bad for the people who used to work for us. But we cannot help them directly.""

Kadir said: ""I hope the UK government will keep their promise to me and my family. But right now, nobody is helping me. I came to the UAE two months ago, and nothing has changed.""

* Kadir's name is not real."
23,23_0,0,"On the brink of a new year, the world faces a daunting array of challenges: the resurgent Covid-19 pandemic, the climate emergency, the struggle between democracy and authoritarianism, humanitarian crises, mass migration, and trans-national terrorism. There is the risk of new inter-state conflicts, exacerbated by the breakdown of the rules-based international order, and the spread of lethal autonomous weapons. All in all, for most people on Earth – and a handful in space – 2022 will be another year of living dangerously. Middle East Events in the Middle East will make global headlines again in 2022 – but for positive as well as negative reasons. A cause for optimism is football’s World Cup, which kicks off in Qatar in November. It’s the first time an Arab or a Muslim country has hosted the tournament. It is expected to provide a major fillip for the Gulf region in terms of future business and tourism – and, possibly, more open, progressive forms of governance. But the choice of Qatar, overshadowed by allegations of corruption, was controversial from the start. Its human rights record will come under increased scrutiny. Its treatment of low-paid migrant workers is another flashpoint. The Guardian revealed that at least 6,500 workers have died since Qatar got the nod from Fifa in 2010, killed while building seven new stadiums, roads and hotels, and a new airport. Concerns will also persist about Qatar’s illiberal attitude to free speech and women’s and LGBTQ+ rights in a country where it remains dangerous to openly criticise the government and where homosexuality is illegal. But analysts suggest most fans will not focus on these issues, which could make Qatar 2022 the most successful example of “sports-washing” to date. More familiar subjects will otherwise dominate the regional agenda. Foremost is the question of whether Israel and/or the US will take new military and/or economic steps to curb Iran’s attempts, which Tehran denies, to acquire capability to build nuclear weapons. Israel has been threatening air strikes if slow-moving talks to revive the 2015 nuclear deal fail. Even football fans could not ignore a war in the Gulf.","The new year is coming. The world has many big problems.

*   The Covid-19 sickness is back.
*   The weather is changing in a bad way (climate change).
*   Some countries are free, and some are not (democracy vs. authoritarianism).
*   People need help in many places (humanitarian crises).
*   Many people are moving to new countries (mass migration).
*   Some groups are doing bad things in many countries (trans-national terrorism).

Countries might fight each other. It is harder for countries to work together. There are new weapons that can decide on their own who to attack (lethal autonomous weapons).

For most people, 2022 will be another hard year.

Something good and bad will happen in the Middle East.

The World Cup is in Qatar in November. Qatar is an Arab and Muslim country. It is the first time a country like this has the World Cup. This can bring more business and tourists to the Gulf area. It might also help the countries become more open.

But some people are not happy with Qatar having the World Cup. Some people think there was cheating. Qatar's rules about people are also not good. They treat workers from other countries badly.

The Guardian newspaper said that 6,500 workers have died in Qatar. They died while building stadiums, roads, hotels, and an airport for the World Cup.

Some people are worried that Qatar does not let people speak freely. They also worry about how Qatar treats women and LGBTQ+ people. It is not safe to speak against the government. Being gay is against the law.

But some people think that most fans will not care about these problems. They think the World Cup will make Qatar look good, even if it is not (sports-washing).

Other things will also be important in the Middle East. People will watch if Israel and the US will do something about Iran. Iran wants to make nuclear weapons, but they say they do not. Israel might attack Iran if talks do not work.

Even football fans will notice if there is a war in the Gulf."
23,23_1,1,"Attention will focus on Turkey’s authoritarian president, Recep Tayyip Erdoğan, whose neo-Islamist AKP party will mark 20 years in power in 2022. Erdoğan’s rule has grown increasingly oppressive at home, while his aggressive foreign policy, rows with the EU and US, on-off collusion with Russia over Syria and chronic economic mismanagement could have unpredictable consequences. Other hotspots are likely to be Lebanon – tottering on the verge of becoming a failed state like war-torn Yemen – and ever-chaotic Libya. Close attention should also be paid to Palestine, where the unpopular president, Mahmoud Abbas’s postponement of elections, Israeli settler violence and West Bank land-grabs, and the lack of an active peace process all loom large. Asia Pacific The eyes of the world will be on China at the beginning and the end of the year, and quite possibly in the intervening period as well. The Winter Olympics open in Beijing in February. But the crucial question, for sports fans, of who tops the medals table may be overshadowed by diplomatic boycotts by the US, UK and other countries in protest at China’s serial human rights abuses. They fear the Games may become a Chinese Communist party propaganda exercise. The CCP’s 20th national congress, due towards the end of the year, will be the other headline-grabber. President Xi Jinping is hoping to secure an unprecedented third five-year term, which, if achieved, would confirm his position as China’s most powerful leader since Mao Zedong. There will also be jostling for senior positions in the Politburo and Politburo standing committee. It will not necessarily all go Xi’s way. Western analysts differ sharply over how secure Xi’s position truly is. A slowing economy, a debt crisis, an ageing population, huge environmental and climate-related challenges, and US-led attempts to “contain” China by signing up neighbouring countries are all putting pressure on Xi. Yet, as matters stand, 2022 is likely to see ongoing, bullish attempts to expand China’s global economic and geopolitical influence.","Turkey is important in 2022. The President of Turkey is Recep Tayyip Erdoğan. He has a lot of power. His party, AKP, has been in power for 20 years.

Erdoğan is becoming more strict in Turkey. His foreign policy is strong. He has problems with the EU and the US. He works with Russia sometimes about Syria. The economy in Turkey is not doing well. This could cause problems.

Lebanon is another important place. It is close to becoming a failed state. This is like Yemen, where there is a war. Libya is also chaotic.

Palestine is also important. The president, Mahmoud Abbas, is not popular. He stopped the elections. Israeli people are taking land in the West Bank. There is no peace process. These are big problems.

Asia is also important. People will watch China. This will happen at the start and end of the year. Maybe even in the middle of the year too.

The Winter Olympics are in Beijing in February. People want to see who wins the most medals. But some countries will not send officials. This is because they do not like China's human rights problems. These countries include the US and the UK. They think China will use the Olympics for propaganda.

The Chinese Communist Party (CCP) will have a big meeting at the end of the year. This is the 20th national congress. President Xi Jinping wants to stay in power for five more years. This would be his third time. If this happens, he will be the most powerful leader since Mao Zedong.

People will also try to get important jobs in the CCP. But Xi Jinping may not get everything he wants.

Some people think Xi Jinping is very strong. Other people think he is not so strong. China's economy is slowing down. China has a lot of debt. The population is getting older. There are problems with the environment and climate change. The US is trying to stop China by working with other countries. This puts pressure on Xi Jinping.

But in 2022, China will likely try to grow its power around the world. This includes its economy and its influence in other countries."
