original_index,chunk_id,chunk_index,text,simplified_text
16,16_0,0,"The French government has been accused of pandering to anti-vaxxers after figures showed that only a few hundred people had received a jab several days after the country’s vaccine programme began. Health officials said France is setting out for “a marathon, not a sprint” and that they are going slowly, in part, because of high levels of public scepticism about the vaccine. Only around 40% of people in France have said they are willing to be vaccinated, according to a recent poll. The figure has dropped since October, when just over half of French people said they were happy to be vaccinated. Willingness to have the vaccine is reportedly 77% in Britain and 69% in the US. France started administering the Pfizer/BioNTech vaccine on Sunday, beginning with staff and residents in care homes and those considered at risk of developing severe symptoms of the virus. It is the only country insisting that those offered the vaccine give their written consent after being informed of possible contraindications. However, fewer than 100 people were vaccinated in the first three days. By Wednesday evening, only 332 people had received the vaccine, according to health ministry officials. The ministry has said the aim is to vaccinate 1 million elderly and at-risk people in January, requiring more than 31,200 vaccinations every day. The health minister, Olivier Véran, admitted that France was vaccinating more slowly than other countries and suggested this was a deliberate policy to enable an information campaign rather than the result of a lack of vaccines or a logistical failure. “We have the same number of vaccine doses as our German neighbours, we have the same aims and we will have the same results,” Véran told French television. “It’s taking a while to get off the ground … I don’t confuse speed with haste,” he added. The president, Emmanuel Macron, and ministers have promised the vaccine will not be obligatory and officials have assured the public there will be no list compiled of those who refuse to have the Covid-19 jab. However, Macron said people should be guided by “reason and science”. “The vaccine is not obligatory. Have confidence in our scientists and doctors,” he said.","The French government is being criticised because some people think they are trying to please people who are against vaccines. This is because new numbers show that only a few hundred people have had a vaccine in the days after the country started its vaccine program.

Health workers said that France is preparing for “a marathon, not a sprint”. This means they are going slowly, partly because many people in France are unsure about the vaccine. A recent survey showed that only about 40% of people in France said they wanted to be vaccinated. This number has gone down since October, when a little more than half of French people said they were happy to have the vaccine. It is said that 77% of people in Britain and 69% in the US are willing to have the vaccine.

France started giving the Pfizer/BioNTech vaccine on Sunday. They started with workers and people living in care homes, and those who are more likely to get very sick from the virus. France is the only country that says people must give their written permission after they have been told about possible problems with the vaccine. But in the first three days, less than 100 people were vaccinated. By Wednesday evening, only 332 people had received the vaccine, according to health officials.

The health ministry has said that the goal is to vaccinate 1 million elderly people and people at risk in January. This means they need to give more than 31,200 vaccines every day.

The health minister, Olivier Véran, said that France is giving vaccines more slowly than other countries. He said this was done on purpose so they could give people information about the vaccine. He said it was not because they did not have enough vaccines or because there were problems getting the vaccines to people.

Véran told French television: “We have the same amount of vaccine as Germany, our neighbour. We have the same goals, and we will have the same results.” He added, “It is taking some time to start… I think it is better to go slowly and carefully than to rush.”

The president, Emmanuel Macron, and his ministers have said that the vaccine will not be required. Officials have also told the public that they will not make a list of people who do not want to have the Covid-19 vaccine. But Macron said that people should listen to “reason and science”. He said, “The vaccine is not required. Trust our scientists and doctors.”"
16,16_1,1,"In his new year address on Thursday, Macron vowed to avoid “unjustifiable delays” to vaccinations but also struck a defensive note, saying he would let “no one play with the safety” of the campaign. Axel Kahn, a leading geneticist and head of the National League Against Cancer, told Europe 1 radio that France’s vaccine strategy was wrong. “It is not suited to a situation that is so dangerous,” he said. Philippe Juvin, head of the casualty ward at the Georges-Pompidou hospital in Paris, agreed. “As an individual, I would like to be vaccinated to set an example and show people that we don’t die from the vaccine, we die from Covid. And when we don’t die, we can get severe forms of it that are very disabling,” Juvin told CNews television. Opposition leaders said the slowness of the vaccination programme made France the “dunce” of Europe. Damien Abad, leader of the centre-right opposition Les Républicains in the Assemblée Nationale, demanded an urgent meeting with the health minister. In a letter, other opposition critics wrote: “Mass vaccination is the ultimate means of seeing our country emerge from the damaging economic situation caused by the health crisis. Yet France is vaccinating 10,000 times slower than the UK.” They added: “France cannot be one of the last countries to get vaccinated and yet that’s the picture we’re facing today.” Alain Fischer, the government official overseeing France’s vaccination programme, told Europe 1 the country had chosen to prioritise the elderly and vulnerable, as opposed to health professionals, as in other countries. “There is no good or bad choice … These are small details that will seem ridiculous in two or three months,” he said. Critics say this hesitation is feeding conspiracy theories and anti-vaxxer sentiment. Nathan Peiffer-Smadja, an infection specialist at Paris’s Bichat hospital, said the scientific data was clear. “The vaccine is safe and efficient. Like many of my colleagues, I think we should be giving the vaccines quicker in order to control the epidemic more rapidly. At the rate we’re going, we’ll still be in lockdown in 2022,” he tweeted.","In his New Year's speech on Thursday, President Macron promised to avoid ""delays that aren't necessary"" in the vaccination process. But he also defended the plan, saying he wouldn't let ""anyone risk the safety"" of the vaccination campaign.

Axel Kahn, a famous scientist who studies genes and leads the National League Against Cancer, said on Europe 1 radio that France's plan for vaccines was wrong. He said, ""It is not right for a situation that is so dangerous.""

Philippe Juvin, who is in charge of the emergency room at the Georges-Pompidou hospital in Paris, agreed. He told CNews television, ""I would like to get vaccinated myself to show people that we don't die from the vaccine. We die from Covid. And even if we don't die, we can get very sick and have problems for a long time.""

Opposition leaders said that the slow speed of the vaccination program made France look like the ""slowest student"" in Europe. Damien Abad, who leads the centre-right opposition party Les Républicains in the National Assembly, asked for an urgent meeting with the health minister.

In a letter, other people who disagree with the government wrote: ""Vaccinating many people is the best way to help our country get out of the bad economic situation caused by the health crisis. But France is vaccinating 10,000 times slower than the UK."" They also said: ""France can't be one of the last countries to get vaccinated, but that's what it looks like right now.""

Alain Fischer, the government worker in charge of France's vaccination program, told Europe 1 that the country had decided to give the vaccine to older and weaker people first, instead of health workers, like in other countries. He said, ""There is no right or wrong choice... These are small things that will seem silly in a few months.""

People who disagree say that this hesitation is making conspiracy theories and negative feelings about vaccines worse. Nathan Peiffer-Smadja, a specialist in infections at the Bichat hospital in Paris, said that the scientific information is clear. ""The vaccine is safe and it works well. Like many of my colleagues, I think we should give the vaccines faster so we can control the illness more quickly. If we continue at this rate, we will still be in lockdown in 2022,"" he wrote on Twitter."
16,16_2,2,"France reported 26,457 new confirmed cases on Wednesday in 24 hours, but attributed the rise to increased testing. There were 304 deaths in hospital. The number of positive tests remains low, at 2.9%.","In France, health officials said that 26,457 new people were confirmed to have the virus on Wednesday. This number is for the last 24 hours. They think the reason the number is higher is because they are testing more people now. Sadly, 304 people died in hospitals. The percentage of tests that show a positive result is still low, at 2.9%."
17,17_0,0,"Officials in Gibraltar are making daily patrols of the territory’s Barbary macaque population amid fears that the iconic monkeys could be vulnerable to the coronavirus. The British overseas territory has been relatively spared by the virus, documenting about 1,500 confirmed cases and six deaths. But as governments around the world wrestle with how to keep the coronavirus at bay, authorities in the Rock are grappling with an additional worry: how to shield Europe’s only wild monkey population from the virus. “We knew it from day one,” said Mark Pizarro, the veterinary officer responsible for the care of Gibraltar’s macaque population. “It’s logical. You have a virus that lives in primates like us, then it’s going to always be a risk to other primates.” Earlier this year the government sought to crack down on interactions with the macaques, which rank among the territory’s top tourist attractions. A new law, passed in August, made it an offence to touch or interfere with the monkeys, adding to existing legislation that sets out hefty fines for feeding them. “Macaques are prone to succumb to human disease,” the government noted in a statement announcing the new law. “This has been seen in the past when our macaques have for example contracted hepatitis A.” Believed to have been living on the Rock since the Moorish occupation of the Iberian peninsula, local folklore has it that as long as the macaques roam Gibraltar, the territory will remain under British rule. Officials have at times gone to remarkable lengths to protect the population; during the second world war, Winston Churchill gave an order to bolster their dwindling numbers with macaques from north Africa. Today the population stands at about 220 macaques. Coronavirus tests carried out in recent months on four – all of which died of other causes, such as road traffic accidents – came back negative, reinforcing the government’s view that the virus poses only a mild risk to the macaques. But concerns grew again in November after Denmark announced plans to cull more than 15 million mink over fears that new mutations discovered in the animals could undermine the effectiveness of Covid-19 vaccines.","In Gibraltar, people are checking on the Barbary macaque monkeys every day. They are worried that these famous monkeys might get the coronavirus. Gibraltar, which is a British area, hasn't had many problems with the virus. They have had about 1,500 people with the virus and six people have died.

But countries everywhere are trying to stop the coronavirus. In Gibraltar, the people in charge have another problem: how to protect the only wild monkeys in Europe from the virus. Mark Pizarro, who is the animal doctor looking after the monkeys, said, ""We knew it from the beginning. It makes sense. This virus affects people who are primates, so it could be dangerous for other primates too.""

Earlier this year, the government tried to stop people from getting too close to the monkeys. The monkeys are a popular thing for tourists to see. In August, a new law was made that says it is against the rules to touch or bother the monkeys. There were already rules that said people would have to pay a lot of money if they fed the monkeys.

The government said that monkeys can easily get sick from human diseases. They said that the monkeys have had hepatitis A before. People think the monkeys have lived on the Rock since the time when the Moors were in charge of Spain and Portugal. There is a local story that says that as long as the monkeys are in Gibraltar, it will stay under British control.

Sometimes, the people in charge have done surprising things to protect the monkeys. During World War II, Winston Churchill told people to bring more monkeys from North Africa to Gibraltar because there weren't many left. Now, there are about 220 monkeys.

In the last few months, they tested four monkeys for the coronavirus. All of them died, but from other things, like being hit by cars. The tests showed that they didn't have the virus. This made the government think that the virus is not a big problem for the monkeys.

But in November, people became worried again. Denmark said they would kill more than 15 million minks because they were worried that new changes in the virus found in the minks could stop the vaccines from working well."
17,17_1,1,"The Gibraltar government described the Danish announcement as “particularly worrying” given that it suggested that the macaques, should they contract the virus, could become a source of infection for humans and potentially pass on mutations that could jeopardise vaccination efforts. Pizarro said his team of six had been monitoring the macaques on a daily basis. So far they have seen little sign of infection. What their patrols have made clear, however, is that the pandemic – and specifically the resulting plunge in tourism – has been a boon to the macaques. “Their behaviour in a lot of cases has reverted to normal. They interact with themselves, they forage naturally, they spend more time grooming each other, there’s less aggression between the macaques,” said Pizarro. “So there is a lot of positive spin from decreased human contact.”","The government of Gibraltar said the news from Denmark was ""very worrying"". This is because it seemed to say that if the monkeys (macaques) got the virus, they could give it to people. They might also pass on changes to the virus that could make the vaccines not work so well.

Mr. Pizarro said that his team of six people had been checking the monkeys every day. They haven't seen many signs that the monkeys are sick. However, their checks have shown that the pandemic – especially because there are fewer tourists – has been good for the monkeys.

""In many ways, they are acting normally again. They play with each other, they look for food naturally, they spend more time cleaning each other, and they don't fight as much,"" said Mr. Pizarro. ""So, the good thing is that there is less contact with people."""
18,18_0,0,"Jonathan Pollard, a former US Navy analyst who served three decades in prison for leaking thousands of classified documents to Israel, has arrived in Tel Aviv after being released from parole. Israel’s prime minister, Benjamin Netanyahu, greeted Pollard and his wife, Esther, as they walked down the steps from a private jet, footage distributed by the prime minister’s office showed. The couple, both Orthodox Jews, removed their masks and kissed the ground before greeting Netanyahu. “We are ecstatic to be home at last after 35 years,” said Pollard, who was born in the US but was granted Israeli citizenship during his imprisonment. “No one could be prouder of this country or this leader than we are.” After saying a Hebrew prayer of thanksgiving for the liberation of prisoners, Netanyahu presented Pollard, 66, with Israeli identification documents. “Welcome home,” the prime minister said. Having been arrested by FBI agents in 1985 after unsuccessfully seeking refuge at the Israeli embassy in Washington, Pollard was sentenced to life in prison in 1987. The initial shock between the US and its close ally, and Pollard’s continued imprisonment, has long strained relations between the two countries. Netanyahu has pushed for Pollard’s release for decades. During the leader’s first term in the late 1990s, Pollard was granted Israeli citizenship. However, repeated previous attempts to persuade US presidents to grant Pollard clemency have failed. Pollard’s release from parole last month was the latest in a series of gestures by the departing Trump administration towards Netanyahu’s government. In a phone call last month, Netanyahu said to Pollard: “When are we going to see you here? We’re waiting for you.” Pollard’s lawyer, Eliot Lauer, told the Times of Israel that his arrival was “a dream realised after 35 very difficult years”. The couple are expected to enter several days of quarantine, which is compulsory for all returning Israelis as a measure to guard against the spread of coronavirus.","Jonathan Pollard, who used to work for the US Navy, has arrived in Tel Aviv. He spent thirty years in prison because he gave many secret documents to Israel. He was let out of parole recently.

Benjamin Netanyahu, the Prime Minister of Israel, welcomed Pollard and his wife, Esther. They were walking down the stairs from a private plane. The Prime Minister's office showed videos of this.

Pollard and his wife are both Orthodox Jews. They took off their face masks and kissed the ground before saying hello to Netanyahu.

Pollard said, ""We are very happy to be home after 35 years."" He was born in the United States, but he became an Israeli citizen while he was in prison. He added, ""We are very proud of this country and its leader.""

Netanyahu then said a Hebrew prayer to thank God for freeing prisoners. After that, he gave Pollard, who is 66 years old, his Israeli ID cards. The Prime Minister said, ""Welcome home.""

Pollard was arrested by FBI agents in 1985 after he tried to get help from the Israeli embassy in Washington, but it didn't work. In 1987, he was given a life sentence in prison.

This event caused problems between the US and Israel, even though they are good friends. Pollard being in prison for so long made the relationship between the two countries difficult.

Netanyahu has been trying to get Pollard released for many years. When Netanyahu was Prime Minister in the late 1990s, Pollard became an Israeli citizen. But earlier attempts to ask US presidents to let Pollard go free did not succeed.

Pollard was released from parole last month. This was one of the things the Trump administration did for Netanyahu's government before leaving office.

In a phone call last month, Netanyahu asked Pollard, ""When are you coming to see us? We are waiting for you.""

Pollard's lawyer, Eliot Lauer, told the Times of Israel that Pollard's arrival was ""a dream come true after 35 very hard years.""

Pollard and his wife will need to stay in quarantine for a few days. This is required for all Israelis who come back to the country, to stop the coronavirus from spreading."
19,19_0,0,"Campaigners are calling for social housing providers to put lives above profits following an Observer report on a black tenant who was left homeless after a racist campaign by neighbours. Former social housing chiefs, Lord Victor Adebowale, Aman Dalvi, Lord Geoffrey Filkin and Barry Simons have signed an open letter to the National Housing Federation highlighting wider failings to protect victims of racial harassment. The letter demands an urgent review of social housing policy to ensure that perpetrators of racial harassment are evicted, or their victims rehoused as a priority. The group acted after reading of the plight of Laura Tate (not her real name) who has been homeless for five years after fleeing her flat following death threats. Her housing provider, London and Quadrant (L&amp;Q), refused to evict her abusers, despite their convictions for racially aggravated harassment and public order offences, and it failed to rehouse Tate. Last week a judge awarded her £31,000 in compensation after she sued L&amp;Q for negligence. The Observer had also reported the case of another black tenant who has spent two years in a women’s refuge after fleeing an abusive ex-partner. L&amp;Q failed to rehouse her without concrete evidence that she was endangered. “These are not isolated cases,” said the Labour peer Lord Filkin. “Board members and managers have a fundamental duty to ensure that tenants can live peacefully in their homes; there is more they need to do to ensure this duty is fulfilled.” L&amp;Q, which houses 250,000 people in more than 105,000 homes across the south-east, has promised an independent review on how it handles abuse cases following the Observer investigation. In a statement on its website it admitted that there were lessons to be learned and said that it has a zero-tolerance policy on discrimination of any kind. The National Housing Federation, which represents housing associations, said that it would be glad to meet the letter’s signatories to discuss reforms. “We know that as a sector we can and must do better,” said chief executive Kate Henderson.","People who are trying to make things better are asking social housing companies to think about people's lives more than making money. This comes after a report in the Observer newspaper about a black woman who became homeless because her neighbours were racist towards her.

Some important people who used to be in charge of social housing, like Lord Victor Adebowale and others, have written a letter to the National Housing Federation. In the letter, they say that social housing companies are not doing enough to protect people who are being racially harassed.

The letter asks for a quick look at the rules for social housing. They want to make sure that people who are being racist are kicked out of their homes, or that the people they are being racist to are given new homes first.

The group wrote the letter after reading about Laura Tate (not her real name). She has been homeless for five years because she had to leave her flat after people threatened to kill her. The company that gave her the flat, London and Quadrant (L&Q), didn't kick out the people who were being racist, even though they were found guilty of being racially abusive. They also didn't help Laura Tate find a new home.

Last week, a judge gave her £31,000 because she took L&Q to court for not taking care of her. The Observer newspaper also wrote about another black woman who had to live in a safe house for two years because she was running away from her abusive ex-boyfriend. L&Q didn't help her find a new home because they said she didn't have enough proof that she was in danger.

Lord Filkin, who works in the government, said that these are not the only cases. He said that the people in charge of social housing have a duty to make sure that people can live in their homes without problems. He thinks they need to do more to make sure this happens.

L&Q, which provides homes for 250,000 people in the south-east of England, has said that they will have someone look at how they deal with abuse cases. This is because of the Observer's report. On their website, they said that they can learn from what happened and that they don't allow any kind of discrimination.

The National Housing Federation, which represents housing associations, said that they are happy to meet with the people who wrote the letter to talk about making changes. Kate Henderson, who is in charge of the National Housing Federation, said that they know they can do better."
19,19_1,1,"“Last month we launched our Equality, Diversity and Inclusion Insight report, which provided evidence of the change we need to deliver. “This, and our new code of governance, emphasise the importance of housing association boards and staff reflecting the diversity of the communities they serve and ensuring the sector is always working to strengthen relationships with residents.”","Last month, we started showing our new report about Equality, Diversity, and Inclusion. This report gives us proof of the changes we need to make. This report, and our new rules about how we are managed, both show how important it is for housing association boards and the people who work there to be like the people in the areas they help. They need to look like and understand the different people living there. It's also important that the housing sector always tries to make better relationships with the people who live in the houses."
20,20_0,0,"The ruthless campaign by the Chinese government to extinguish all memories of the massacre at Tiananmen Square has now resulted in the removal of the sculpture from the campus of the University of Hong Kong (Outcry as memorial to Tiananmen Square victims removed from Hong Kong University, 23 December). Since many of the countless victims were students, it is appropriate for universities elsewhere to ensure that their bravery and martyrdom is not eradicated from history. University student unions in the UK, not least at those institutions with many Chinese students, should keep their memory alive by renaming their building or part of it. This is what several did following the murder by the authorities of the black South African anti-apartheid student activist Steve Biko. The Steve Biko Bar at Bradford University closed in 2005 but the student union building at Manchester University (which has the largest student union in the UK) is still named after him. No doubt the chancellor of Oxford University, Chris Patten – who was the last British governor of Hong Kong – will be sympathetic. There is also plenty of space for the erection of a memorial near the Chinese embassy in central London. Dr Peter van den Dungen Ex-Bradford University lecturer, Halifax, West Yorkshire • Have an opinion on anything you’ve read in the Guardian today? Please email us your letter and it will be considered for publication.","The Chinese government is trying very hard to make people forget about the terrible things that happened in Tiananmen Square. Now, they have even taken away a statue from the University of Hong Kong that remembered those events (Outcry as memorial to Tiananmen Square victims removed from Hong Kong University, 23 December).

A lot of students were hurt or killed in Tiananmen Square. Because of this, it's important for universities in other countries to make sure people don't forget how brave they were and how they died for what they believed in.

Student groups at universities in the UK, especially those with many students from China, should remember them. They could do this by changing the name of a building or part of a building. Some universities did this after Steve Biko, a black student who fought against apartheid in South Africa, was killed by the government.

For example, Bradford University used to have a bar called the Steve Biko Bar, but it closed in 2005. However, the student union building at Manchester University (which is the biggest in the UK) is still named after him.

Chris Patten, who is in charge of Oxford University and used to be the British governor of Hong Kong, will probably understand why this is important.

There is also enough space to build a memorial near the Chinese embassy in the centre of London.

Dr Peter van den Dungen
Ex-Bradford University lecturer, Halifax, West Yorkshire

• Do you want to share your opinion about something you read in the Guardian today? Please send us your letter by email and we will think about publishing it."
21,21_0,0,"Confused anti-vaccine protesters entered a test-and-trace centre in Milton Keynes on Wednesday, appearing to believe it was a coronavirus vaccine centre, where they were filmed shouting abuse at staff and appearing to steal equipment. Video shared on social media showed the group of several dozen activists, led by former Ukip candidate Jeff Wyatt, walking through the facility holding signs encouraging people not to get vaccinated and criticising the BBC. Wyatt, a former deputy leader of the far-right For Britain Movement, addressed crowds at a rally held before the storming of the Covid-19 testing site, where he claimed there are “millions” of like-minded anti-vaccine activists who have “woken up”. Piers Corbyn, a prominent anti-lockdown protester and brother of the former Labour leader Jeremy Corbyn, could not be seen in the footage but was pictured attending other stops during the so-called Freedom Rally including an invasion of the Milton Keynes Theatre. Protesters were filmed walking towards the NHS test-and-trace centre while a man on a loudspeaker claims that it is where the “vaccine rollout” is taking place as activists walk by a sign that reads “Testing”. Other demonstrators are heard shouting “disgrace” and “shame on you” as staff appear to run away and take shelter in offices. In several videos, a woman is seen unfurling a sign that reads “Reclaim NHS, End Jab” in one of the cabins before taking a large box containing what appears to be testing equipment and papers. She is seen unmasked and smiling at the cameras as she leaves the testing site. Thames Valley police said they were aware of an anti-vaccination protest that took place in central Milton Keynes on Wednesday afternoon. In a statement, the police said: “Where criminal offences have been disclosed, we will take swift action and bring offenders to justice. “If anyone has any information or wishes to report they can do by calling 101 or online quoting reference 604 29/12/2021.” The actions of the anti-vaccine protesters at the test-and-trace centre were described as “disgraceful” and faced widespread criticism by MPs.","On Wednesday, some anti-vaccine protesters who seemed confused went into a test-and-trace centre in Milton Keynes. They seemed to think it was a place where coronavirus vaccines were given. They were filmed shouting angrily at the people working there and it looked like they were stealing things.

A video on social media showed a group of around thirty protesters. Jeff Wyatt, who used to be a candidate for the Ukip party, was leading them. They walked through the centre holding signs that told people not to get vaccinated. The signs also criticised the BBC.

Wyatt used to be a leader in a far-right group called For Britain Movement. He spoke to a crowd at a gathering before they went into the Covid-19 testing site. He said that there were ""millions"" of people who think like them and have ""woken up"" against vaccines.

Piers Corbyn, who often protests against lockdowns and is the brother of Jeremy Corbyn, the former leader of the Labour party, was not seen in the video. But he was seen in pictures at other places during the ""Freedom Rally"", including when they went into the Milton Keynes Theatre.

People were filmed walking towards the NHS test-and-trace centre. A man with a loudspeaker said that it was where the ""vaccine rollout"" was happening. The protesters walked past a sign that said ""Testing"". Some protesters shouted ""disgrace"" and ""shame on you"" while the workers seemed to run away and hide in offices.

In some videos, a woman was seen opening a sign that said ""Reclaim NHS, End Jab"" in one of the small rooms. Then she took a big box that seemed to have testing equipment and papers in it. She wasn't wearing a mask and was smiling at the cameras as she left the testing site.

The Thames Valley police said that they knew about the anti-vaccination protest in Milton Keynes on Wednesday afternoon. They said in a statement that if people have broken the law, they will take action quickly and punish them. They also said that if anyone has information or wants to report something, they can call 101 or do it online, using the reference number 604 29/12/2021.

Many members of parliament said that the actions of the anti-vaccine protesters at the test-and-trace centre were ""disgraceful"" and they were widely criticised."
21,21_1,1,"The local Tory MP Ben Everitt described the protesters as “dickheads” and urged anyone with information to contact police. Nick Thomas-Symonds, shadow secretary of state for international trade, described the protest as “dreadful”, at a site where “NHS staff are working over the festive season to help others”. He urged anyone with information to pass this on to Thames Valley police. Former health secretary Matt Hancock criticised the activists’ “appalling behaviour”. The Conservative MP for Rutland and Melton, Alicia Kearns, described the scenes as “shameful, self-aggrandising nonsense”. Helen Morgan, Liberal Democrat MP for North Shropshire, said the group’s actions were “totally unacceptable”. Stella Creasy, Labour MP for Walthamstow, said the scenes were “disgraceful”. “For months now we have been warning need legislation to tackle those who harass others seeking healthcare. Government promised to act weeks ago but nothing as yet. Enough. It’s not free speech when 50% of debate in fear,” she said. Matthew Barber, police and crime commissioner for Thames Valley, said it was “appalling” to see the protest “escalate into something much uglier”. He added that he had spoken to Thames Valley police officers to discuss the police response on Wednesday evening, and said that “criminal offences will be investigated and appropriate action taken”. “All of the events of today will be reviewed to help plan for future protest events and ensure that colleagues in the NHS can continue their fantastic work in delivering the vaccine rollout,” he said. Joe Harrison, CEO of Milton Keynes University hospital, said: “I am very sorry and angry to see NHS colleagues at Milton Keynes Covid testing centre harassed and intimidated at their place of work. “Our staff having to deal with increasing aggression and violence for simply doing their job. It’s abhorrent, unacceptable and we will not stand for it.”","Ben Everitt, the local MP from the Conservative party, said the protesters were “stupid” and asked anyone who knew something to tell the police. Nick Thomas-Symonds, who speaks for the Labour party about international trade, said the protest was “very bad” at a place where “NHS staff are working hard during the holidays to help people”. He asked anyone with information to give it to the Thames Valley police. Matt Hancock, who used to be in charge of health, said the activists' actions were “terrible”. Alicia Kearns, the Conservative MP for Rutland and Melton, said what happened was “shameful and just people trying to make themselves look important.” Helen Morgan, a Liberal Democrat MP for North Shropshire, said what the group did was “completely not okay”. Stella Creasy, a Labour MP for Walthamstow, said the scenes were “disgraceful”. “For many months, we have been saying we need laws to stop people who bother others who are trying to get healthcare. The government said they would do something weeks ago, but nothing has happened yet. Enough is enough. It's not freedom of speech when half of the discussion is based on fear,” she said. Matthew Barber, who is in charge of the police in the Thames Valley area, said it was “awful” to see the protest “get much worse”. He said he talked to police officers from Thames Valley about how they handled the situation on Wednesday evening. He also said that “crimes will be looked into and the right action will be taken”. “We will look at everything that happened today to help us plan for future protests and make sure that NHS staff can continue their great work giving out the vaccine,” he said. Joe Harrison, the boss of Milton Keynes University hospital, said: “I am very sorry and angry to see NHS workers at the Milton Keynes Covid testing centre being bothered and scared at their workplace. “Our staff are having to deal with more and more aggression and violence just for doing their jobs. It’s horrible, not acceptable, and we will not allow it.”"
22,22_0,0,"An Afghan former BBC journalist who managed to flee the Taliban has been stranded in a refugee camp for months because of delays to a resettlement scheme promised by the UK government. Mudassar Kadir* is the only one of 14 former BBC employees to have escaped Afghanistan since the Taliban took over in August. The other 13 remain in hiding in fear of their lives. Kadir, who also spent time working for the World Bank and the former Afghan government, had hoped he and his family could begin a new life after leaving Afghanistan, but since escaping in early October with the help of a US charity, Kadir and his wife and two young sons have been stuck in a refugee centre on the outskirts of Dubai. The Kadirs are grateful to the United Arab Emirates for the safe haven and are being well looked afte, but they are prevented from straying more than 100m from the building and the UAE will not accept asylum applications. Kadir is exasperated by the UK government’s repeated refusals in response to his request for help, and he still lives in fear of being sent back to Afghanistan where his work for the BBC has made him a target for the Taliban. “The UK should have a duty of care to me and my family. My life is at risk because I have worked for the BBC. The UK government knows this but they have done nothing to help me,” he said. “In the beginning we hoped that the UK would give me a visa, but now with each passing day my frustration grows.” Campaigners say the family’s predicament highlights the plight of thousands of Afghan immigrants caught in limbo, unable to return home for fear of persecution and prevented from travelling anywhere willing to grant them refugee status. The UK government has promised an Afghan citizens’ resettlement scheme (ACRS) to help as many as 5,000 people a year starting in January, alongside the existing more restrictive Afghanistan relocation and assistance policy (Arap). Kadir does not qualify for Arap, which has helped fewer than 400 people so far, and he is unable apply for ACRS because it is yet to open and when it does will only accept referrals for resettlements from NGOs. Campaigners fear the UK government is deliberately delaying the implementation of the scheme in an effort to reduce numbers.","Mudassar Kadir, who used to work as a journalist for the BBC in Afghanistan, escaped from the Taliban. But now, he is stuck in a refugee camp. This is because the UK government is taking a long time to start a plan to help people like him move to the UK.

Mudassar Kadir is the only one of 14 people who used to work for the BBC who has left Afghanistan since the Taliban took control in August. The other 13 are still hiding because they are afraid for their lives.

Kadir also worked for the World Bank and the old government of Afghanistan. He hoped that he and his family could start a new life after leaving Afghanistan. But after escaping in early October with help from an American charity, Kadir, his wife, and his two young sons have been living in a refugee center near Dubai.

The Kadir family is thankful to the United Arab Emirates for giving them a safe place to stay and they are being taken care of well. However, they are not allowed to go more than 100 meters from the building. Also, the UAE will not accept requests to stay in the country permanently.

Kadir is very annoyed because the UK government has said no many times when he asked for help. He is still afraid of being sent back to Afghanistan because working for the BBC has made him a target for the Taliban.

He said, “The UK should look after me and my family. My life is in danger because I worked for the BBC. The UK government knows this, but they have not helped me.” He also said, “At first, we hoped that the UK would give me a visa, but now I am getting more and more frustrated every day.”

People who are trying to help refugees say that the Kadir family's situation shows how difficult it is for thousands of Afghan people who have left their country. They cannot go back home because they are afraid of being treated badly. And they cannot go to other countries because these countries are not willing to give them refugee status.

The UK government has promised a plan called the Afghan Citizens’ Resettlement Scheme (ACRS) to help up to 5,000 people each year, starting in January. This is in addition to another plan called the Afghanistan Relocation and Assistance Policy (Arap), which is more difficult to get into.

Kadir cannot get help from Arap because this plan has only helped less than 400 people so far. He also cannot apply for ACRS because it has not started yet. When it does start, it will only accept requests from organizations that help refugees.

People who are trying to help refugees are worried that the UK government is delaying the start of the plan on purpose to reduce the number of people who can come to the UK."
