original_index,chunk_id,chunk_index,text,a2_text
46,46_3,3,"As she spoke, Deek jumped at the sounds of a construction site – similar to the booms of the anti-rocket batteries in action only a few minutes before – then explained that she was worried about her son, who was playing football in a nearby park. “Arabs and Jews must live together,” Deek said. “Ordinary people are not the problem.”","Deek was talking. Then, she heard a loud noise. It was like the rockets from before. But it was just a building site. Deek said she was worried. Her son was playing football. He was in a park near here. Deek said, ""Arabs and Jews must live together."" She also said, ""Normal people are not the problem."""
47,47_0,0,"There was a familiar sense of misery for many travellers in the week before Christmas as hundreds of trains were cancelled, motorways were closed and ferry passengers queued for miles waiting to board their ships. But it doesn’t have to be this way, transport campaigners say, as politicians and transport bosses have the power to ease some of the problems facing travellers. There is more gloom to come in the short term, according to the RAC, with Boxing Day traffic surging, and the prospect of dangerous winds in Scotland and northern England. Around 21 million people drove to visit family or friends before Christmas, and thousands more took flights or trains as what has become known as the great Christmas getaway gained momentum. Storm Pia caused disruption to rail and road in Scotland and northern England on Wednesday. Eurostar workers in France took industrial action the following day, and the knock-on effect was huge demand for ferry services. Motorists queued for 90 minutes during peak times. Saturday was expected to be the busiest day of the year on the roads, according to the RAC and Inrix, with 20% more car journeys than last Christmas weekend. On Boxing Day they expect drivers on the M25 to face 50-minute delays, and on 27 December journeys in busy areas of the UK will be 25% longer. On Saturday Port of Dover Travel reported a 90-minute wait at French border controls as traffic built up after a surge in ferry bookings in the wake of Thursday’s Eurotunnel disruption. And the Met Office is warning of high winds in Scotland, northern England and north Wales today, with possible power cuts and flying debris. Even though the weather may be out of the control of ministers and rail chiefs, they have other ways of easing the burden on travellers, according to the Campaign for Better Transport (CBT) and the Clean Cities Campaign (CCC). National Highways removed 1,000 miles of roadworks on 19 December – “an early Christmas present” for drivers during the festive getaway. They will be back on 2 January. Widespread engineering works are planned for the rail network, although Network Rail said it was carrying out less work than usual, and no trains run on Christmas Day. In London, Paddington station is shut until Wednesday for HS2 works, while King’s Cross is shut today and Victoria station is not running Southeastern services until 2 January.","Many people were sad before Christmas. Many trains were stopped. Some roads were closed. People waited a long time for their boats.

Some people who work with transport say it does not need to be like this. They say that people in charge can help.

The RAC says things will be bad soon. There will be a lot of cars on the road after Christmas. There may be strong winds in Scotland and England.

About 21 million people drove to see family before Christmas. Many other people took planes or trains. This is called the Christmas getaway.

Storm Pia caused problems for trains and roads in Scotland and England. Workers in France stopped working on Thursday. This made more people want to take boats.

People waited 90 minutes in their cars. Saturday was supposed to be the busiest day for cars. There were 20% more cars than last Christmas.

The RAC says that on Boxing Day, drivers on the M25 road will wait 50 minutes. On 27 December, trips in busy places will take 25% longer.

On Saturday, people waited 90 minutes at the border in France. This was because more people wanted to take boats after the train problems on Thursday.

The weather office says there will be strong winds in Scotland, England, and Wales. There may be no power and things may fly in the wind.

The weather is not the fault of the people in charge. But they can still help travelers. This is what the Campaign for Better Transport and the Clean Cities Campaign say.

National Highways took away 1,000 miles of road work on 19 December. They said it was a gift for drivers. But the road work will start again on 2 January.

There will be a lot of work on the trains. But Network Rail says they are doing less work than normal. There are no trains on Christmas Day.

Paddington station in London is closed until Wednesday. This is because of HS2 work. King’s Cross is closed today. Victoria station will not have Southeastern trains until 2 January."
47,47_1,1,"And passengers will be gambling with services by operators such as Avanti West Coast, which cut services in December and has seen 32% of services cancelled or severely delayed. “It doesn’t have to be this way,” said Michael Solomon Williams, CBT campaigns manager. “It’s not rational any more to distinguish between commuter travel and leisure travel.” Since the pandemic, fewer people travel during the week, he said. “People work weekends, go to football matches. There are all sorts of reasons why we need more services at weekends and Christmas, when people travel around the country more than any other time. “Another time makes more sense, like the second week of January, or on a Monday, for example.” He added that another balm for travellers would be the creation of Great British Railways, announced by the government in May 2021 but mothballed in October 2022. And passengers are being told to pay an extra 4.9% on rail fares in the new year. “They could have frozen fares the way they have with fuel duty for the last 13 years,” Solomon Williams said. “The cost of travelling by train has gone up at twice the rate of driving.” Oliver Lord, head of CCC, said that disrupting services on the busiest travel days of the year meant people were more likely to choose to take the car, adding to congestion. “A third of rail use now is on leisure,” he said. “If the three or four times a year a family wants to use trains to get out of town, and their experience is engineering works, a rail replacement bus service and journeys that take three times as long, what will they think? “It’s a great opportunity for the government to make a strategic decision,” Lord added. “If we said the first week or two of January was a time when businesses and corporations could do things a bit differently, with more working from home, that would be a great new year’s resolution from the government.” Travellers who have faced cancellations or delays should make sure they claim compensation, said Naomi Leach, deputy editor of Which? Travel. “Sadly, it seems as though serious travel disruption over the festive period is becoming increasingly commonplace, with travellers once again facing the misery of cancelled trains as they try to make it home in time for Christmas,” she said.","People who use trains might have problems. The train company, Avanti West Coast, had fewer trains in December. Many of their trains were late or cancelled.

Michael Solomon Williams works for CBT. He said this is not good. He thinks we should not only think about people who travel to work.

He said that fewer people travel to work now since the pandemic. The pandemic is when the virus made many people sick. Now, people also travel on weekends. They go to football games. People travel a lot at Christmas time. We need more trains then. January is a better time to do train repairs, or maybe Mondays.

He also said that Great British Railways would help. The government said they would make it in 2021. But they stopped working on it in 2022.

Train tickets will cost 4.9% more next year. Michael Solomon Williams said the government could have kept the prices the same. They do this with fuel for cars. Train tickets cost much more than driving a car.

Oliver Lord is the head of CCC. He said that if trains stop running when people want to travel, they will use their cars. This will make more traffic.

He said that many people use trains for fun now. Families want to use trains to go on trips. But if the trains are not working, or they need to take a bus, they will not like it. The trips will take too long.

Oliver Lord thinks the government can do something. He said that businesses could let people work from home in January. This would help people travel easier.

Naomi Leach works for Which? Travel. She said that if your train is late or cancelled, you should ask for money back. She said that trains are often cancelled at Christmas. People want to go home for Christmas, but it is difficult."
47,47_2,2,"“If your train is cancelled or delayed, make sure you make a note of your ticket number and register a claim via Delay Repay, a nationwide scheme to compensate rail passengers for delays of 15 minutes or more. “The Eurostar operates its own compensation scheme for delays of an hour or more which accepts claims from 24 hours after the disruption took place.”","Okay, here is the rewritten text at CEFR A2 level:

If your train does not come, or if it is late, remember your ticket number. Write it down. You can get money back. This is called Delay Repay. It is for all train travelers in the country. If your train is 15 minutes late or more, you can ask for money back.

The Eurostar train also gives money back if it is late. But for Eurostar, the train must be late for one hour or more. You can ask for money back one day after the train was late."
48,48_0,0,"A person has died in Scotland after falling ill with E coli, in what appears to be the first death linked to an outbreak that has affected at least 30 people. The UK Health Security Agency said the death “has been associated with this outbreak” and added later that it occurred in Scotland, but was unable to provide more information about the case. The agency said that as of 27 December there had been 30 confirmed cases in England and Scotland linked to an outbreak of Shiga toxin-producing E coli (Stec), which first emerged in July. The cases involved children as young as seven and those aged up to 81, and most cases had occurred in December. The Food Standards Agency (FSA) and Food Standards Scotland announced a precautionary recall of four cheeses made by Mrs Kirkham’s Lancashire Cheese on Christmas Eve due to possible E coli contamination. It added a fifth product, which is sold by Waitrose, to the recall list on 27 December. “Epidemiological and food chain investigations have identified links between some of the identified cases and a number of unpasteurised cheeses produced by a business in England,” the agency said. “UKHSA is continuing to follow up cases to identify any common links, including determining whether cases ate or came into contact with the recalled cheeses.” The products affected by the recall are: Mrs Kirkham’s Mild &amp; Creamy Lancashire; Mrs Kirkham’s Tasty Lancashire; Mrs Kirkham’s Mature Lancashire; Mrs Kirkham’s Smoked Lancashire; and No 1 Waitrose and Partners, Farmhouse Kirkham’s Lancashire cheese. Amy Douglas, the agency’s incident director for gastrointestinal infections and food safety division, urged people who suspected they may have been infected not to travel over the holiday season. “There have been at least 30 confirmed cases of this specific outbreak strain of Stec in the UK,” she said. “Symptoms of Stec include severe diarrhoea (including bloody diarrhoea), stomach cramps, vomiting and fever. If you have diarrhoea and vomiting, you can take steps to avoid passing it on to family and friends over the festive period.","Someone has died in Scotland. They were sick with E coli. This seems to be the first death from an E coli problem. About 30 people are sick.

The UK Health Security Agency said the death is connected to the E coli problem. It happened in Scotland. They cannot give more details about the person.

The agency said that 30 people in England and Scotland have E coli. This started in July. The E coli is called Shiga toxin-producing E coli (Stec).

Children and older people are sick. Some children are seven years old. Some people are 81 years old. Most people got sick in December.

The Food Standards Agency (FSA) and Food Standards Scotland said something. Some cheeses might have E coli. These cheeses are made by Mrs Kirkham’s Lancashire Cheese. They told people to not eat these cheeses on Christmas Eve.

Later, they added another cheese to the list. This cheese is sold at Waitrose. People should not eat it either.

The agency looked at the food and the people who are sick. They found a link between some people and some cheeses. The cheeses are made in England. They are not heated to kill germs.

The UKHSA is still checking. They want to find out how people got sick. They want to know if the sick people ate the cheeses.

The cheeses that people should not eat are:
* Mrs Kirkham’s Mild & Creamy Lancashire
* Mrs Kirkham’s Tasty Lancashire
* Mrs Kirkham’s Mature Lancashire
* Mrs Kirkham’s Smoked Lancashire
* No 1 Waitrose and Partners, Farmhouse Kirkham’s Lancashire cheese

Amy Douglas works for the agency. She said people who think they are sick should not travel for the holidays.

She said at least 30 people have the same kind of E coli. It is called Stec.

Stec can make you very sick. You might have bad diarrhea. You might have blood in your diarrhea. Your stomach might hurt. You might throw up and have a fever.

If you have diarrhea and throw up, be careful. Do not give it to your family and friends."
48,48_1,1,"“Washing your hands with soap and warm water and using bleach-based products to clean surfaces will help stop infections from spreading. Don’t prepare food for others if you have symptoms or for 48 hours after symptoms stop. “Many of us will be travelling for Christmas, but if you are unwell you should avoid visiting people in hospitals and care homes to avoid passing on the infection in these settings. Do not return to work or school once term restarts, until 48 hours after your symptoms have stopped.” A spokesperson for Public Health Scotland said: “PHS can confirm there has been one death associated with E coli O145 in Scotland. We are continuing to monitor the situation in Scotland and are working with UKHSA, who are investigating at a UK-wide level.” A Scottish government spokesperson said: “Our thoughts are with the loved ones of the person who has died. The Scottish government, Food Standards Scotland and Public Health Scotland will continue to do all we can to assist with the ongoing investigations. “We encourage everyone to check the product recall details on the Food Standards Scotland website. Cheeses are sometimes included as part of a hamper, served as individual portions or bought as a gift, so it may not always be clear whether you have purchased an affected product.”","Here is the rewritten text in CEFR A2 English:

It is important to wash your hands. Use soap and warm water. This helps stop infections from spreading. You can also use bleach to clean things.

If you are sick, do not make food for other people. Wait for two days after you feel better. Then you can make food again.

Many people will travel for Christmas. If you are sick, do not visit hospitals or care homes. You can give the infection to other people there.

If you are sick, do not go to work or school. Wait for two days after you feel better. Then you can go back.

Someone from Public Health Scotland said: ""We have one death from E coli O145 in Scotland. We are watching the situation. We are working with UKHSA. They are checking things in the UK.""

Someone from the Scottish government said: ""We are sad about the person who died. We are helping with the checks. This includes the Scottish government, Food Standards Scotland, and Public Health Scotland. We are doing everything we can.""

""Please check the list of foods that you should not eat. You can find it on the Food Standards Scotland website. Some cheeses may be bad. These cheeses might be in a gift box, or sold by themselves. So check if you have the bad cheese."""
49,49_0,0,"The Middle East has been slipping towards the precipice of a regional war ever since the Hamas attack on Israel on 7 October and the ferocious Israeli response in Gaza. The past week has shown how the cliff edge keeping it from that abyss could quickly crumble away. Within hours of the outbreak of the Gaza war, the Hezbollah Shia militia in Lebanon began to fire on northern Israeli towns and villages in solidarity with Palestinians, triggering Israeli air strikes in response, and Houthi forces in Yemen attacked ships in the Red Sea with real or perceived Israeli connections. The US moved two aircraft carriers and their accompanying strike groups to the region as American bases in Syria and Iraq came under repeated attacks from Iran-affiliated groups, drawing swift retaliation from Washington. At the same time the West Bank erupted in protests at the bombing of civilians in Gaza and extremist Jewish settlers quickly sought to ride the wave of Israeli anger by seizing Palestinian land and terrorising its residents. Each of these theatres of conflict has the potential to ignite a much-feared Middle East conflagration, and the past few days have demonstrated just how easily escalation, intended or not, could bring Israel into open confrontation with Iran, and suck in the US too. An Israeli airstrike just outside Damascus killed a senior figure in Iran’s Islamic Revolutionary Guard Corps (IRGC), Sayyed Razi Mousavi, who was responsible for military liaison between Syria and Iran. After Mousavi’s death last Monday, the IRGC issued a statement declaring the “usurper and savage Zionist regime will pay for this crime”. Tehran’s Houthi allies have meanwhile have been firing on the US-led “Prosperity Guardian” naval task force assembled to protect shipping in the Red Sea. American warships shot down dozens of drones and also a handful of ballistic missiles. US Central Command issued a statement to say that Washington had “every reason to believe that these attacks, while launched by the Houthis in Yemen, are fully enabled by Iran”.","After the Hamas attack on Israel on October 7, the Middle East became more dangerous. Israel attacked Gaza very strongly. This made the Middle East close to a big war.

The past week showed that things can get worse very fast.

When the war in Gaza started, Hezbollah in Lebanon started shooting at towns in Israel. They wanted to help the Palestinians. Israel then attacked Lebanon with planes.

Also, the Houthi group in Yemen attacked ships in the Red Sea. They thought the ships were connected to Israel.

The United States sent two big ships to the area. These ships had planes and soldiers. American bases in Syria and Iraq were attacked by groups that work with Iran. The United States then attacked back quickly.

At the same time, people in the West Bank protested. They were angry about the bombing of people in Gaza. Some Jewish people tried to take Palestinian land. They scared the people who lived there.

Each of these problems could start a big war in the Middle East. The past few days showed that it is easy for things to get worse. Israel could fight with Iran. And the United States could get involved too.

Israel attacked a place near Damascus. They killed Sayyed Razi Mousavi. He was a leader from Iran who helped Syria.

After Mousavi died, Iran said they would punish Israel for this. They called Israel a bad name.

The Houthi group in Yemen is friends with Iran. They shot at ships in the Red Sea. These ships are part of a group called ""Prosperity Guardian."" This group is led by the United States and protects ships.

American ships shot down many drones and missiles. The United States said that Iran helped the Houthi group with these attacks."
49,49_1,1,"If a US warship is struck, Joe Biden would be under intense pressure to deliver a decisive response, as he enters an election year with his tenure hanging in the balance and Republicans looking to focus on any trace of weakness. On Thursday, a former Israeli prime minister, Naftali Bennett, wrote a commentary in a US newspaper expressing the view of many on the hawkish end of the security establishments in both the Israel and the US that they are doomed to fight Iranian proxies indefinitely until Iran is taken on directly. “The evil empire of Iran must be brought down,” Bennett argued in the Wall Street Journal. “The US and Israel must set the clear goal of bringing down Iran’s evil regime. Not only is this possible. It is vital for the safety and security of the Middle East – and the entire civilised world.” On Friday, the UN security council convened to discuss violence on the West Bank, but the session was quickly drawn into a discussion of a regional war. The Israeli ambassador, Gilad Erdan, dismissed the issue of settler violence in the West Bank as a distraction from the threat from Hezbollah in Lebanon. “The situation in northern Israel is reaching a point of no return,” Erdan said, echoing an increasingly frequent warning from Israeli officials that their country would take matters into its own hands, possibly by carving out a buffer zone in southern Lebanon. “If these attacks continue, I reiterate the situation will escalate and may lead to a full-scale war. Lebanon must be held accountable for the aggression carried out from its territory,” the Israeli envoy said. Mohamed Khaled Khiari, a UN assistant secretary-general, told security council members that, while most of the exchange of fire between Israel and Hezbollah had been around the border, some strikes were going deeper into each other’s territory, “raising the spectre of an uncontained conflict with devastating consequences for the people of both countries”. Khiari added that “the risk of miscalculation and further escalation is increasing as the conflict in Gaza continues”.","If a US ship is hit, Joe Biden will have a problem. He will need to react strongly. It is an election year for him. Some people think he is weak. Republicans want to show his weakness.

Naftali Bennett is an ex-leader of Israel. He wrote in a US newspaper. He said many people think like him. They think Israel and the US must fight Iranian groups for a long time. They think they must fight Iran directly.

Bennett said Iran is bad. He said the US and Israel must stop Iran. He said this is important for the Middle East. He said it is important for the world.

On Friday, the UN talked about violence in the West Bank. But they also talked about a bigger war.

Gilad Erdan is Israel's ambassador. He said the West Bank violence is not the main problem. He said Hezbollah in Lebanon is a bigger threat.

Erdan said the situation in north Israel is bad. Israeli leaders say they may act alone. They may make a safe area in south Lebanon.

Erdan said if the attacks keep happening, the situation will get worse. He said it could lead to a big war. He said Lebanon must be responsible for the attacks from its land.

Mohamed Khaled Khiari works for the UN. He told the UN that Israel and Hezbollah are fighting. Some attacks are going far into each other's land. This could cause a big war. It would be very bad for both countries.

Khiari said the fighting in Gaza makes things more dangerous. He said it is easier to make mistakes. He said the situation could get much worse."
49,49_2,2,"Lana Nusseibeh, the envoy of the United Arab Emirates, expressed the uneasiness of the Arab world that in the absence of “bold and perhaps uncomfortable decisions” to reverse the drift towards regional conflict, “the alternative is the hellscape of Gaza expanded into the West Bank, Israel, Lebanon, and other parts of the Middle East”. Since the 7 October Hamas attack, the UN estimates that 304 Palestinians have been killed in the West Bank, including 79 children, along with four Israelis, three of them soldiers. Four more Israelis were killed in West Jerusalem in an attack by Palestinian gunmen on 30 November. One of the dead was mistakenly shot by an Israeli soldier. The disproportionate number of Palestinian dead showed that Israeli forces have been conducting an overkill campaign in an effort to deter an uprising in the West Bank in solidarity with Gaza, argued Khaled Elgindy, a senior fellow at the Middle East Institute in Washington. “The Israeli mindset is that they think they are preventing a third Intifada,” Elgindy said. “But I think the way they’re operating, they’re probably more like causing one.” He pointed to the Israeli prime minister, Benjamin Netanyahu, as a particularly volatile element in the combustible state of the region. Overwhelmingly blamed by Israelis for the security lapses that allowed the Hamas attack to happen, Netanyahu faces a fall from power, but only when the fighting ends, or at least lessens in intensity. An escalation, on the other hand, could keep him in his post. “It is Netanyahu, frankly, who is dictating the terms on all fronts – in Gaza, on the Lebanon border, across the region – for Netanyahu’s reasons. This is his war,” Elgindy said. He added: “ I think every day that this goes on, you get closer to regional expansion of this whole mess.”","Lana Nusseibeh is from the United Arab Emirates. She talked about the problems in the Middle East. She said the Arab world is worried.

She said that people need to make important decisions. These decisions might be hard. If they don't, the problems will get worse. The problems in Gaza could spread. They could spread to the West Bank, Israel, Lebanon, and other places.

Hamas attacked on October 7. After that, many people died in the West Bank. The UN says that 304 Palestinians died. 79 of them were children. Four Israelis also died. Three of them were soldiers.

On November 30, some Palestinian men attacked in Jerusalem. Four more Israelis died. One person was killed by mistake. An Israeli soldier shot him.

Khaled Elgindy works at the Middle East Institute. He said that many more Palestinians died than Israelis. He thinks Israel is using too much force. He said Israel wants to stop a big fight in the West Bank. This fight would be to help Gaza.

Elgindy thinks Israel's actions are making things worse. He said they might cause a big fight. This fight is called an Intifada.

He said Benjamin Netanyahu is making the region more dangerous. Many Israelis think Netanyahu made mistakes. They think he is the reason Hamas attacked.

Netanyahu might lose his job. But this will only happen when the fighting stops. If the fighting gets worse, he could stay in his job.

Elgindy said Netanyahu is in charge. He is making decisions about Gaza and Lebanon. He is also making decisions for the whole region. Elgindy said this is Netanyahu's war.

Elgindy thinks the problems will spread. He said the region is getting closer to a bigger war every day."
50,50_0,0,"A court in South Korea has approved an arrest warrant for the country’s suspended president, Yoon Suk Yeol, who was impeached over his ill-fated decision to impose martial law early this month, investigators said. Yoon’s decision to declare martial law late on 3 December plunged Asia’s fourth-biggest economy into its worst political crisis for decades and caused concern in Washington. Yoon was forced to lift the order just six hours later after MPs forced their way into parliament to vote it down. The corruption investigation office confirmed that a court in Seoul had approved the warrant, but it was not clear if police would be able to execute it. “The arrest warrant and search warrant for President Yoon Suk Yeol … were issued this morning,” the Joint Investigation Headquarters said in a statement. Yoon Kab-keun, a lawyer for Yoon, condemned the move. “The arrest warrant and search and seizure warrant issued at the request of an agency without investigative authority are illegal and invalid,” he said in a statement. Soon after investigators said they had raided the army’s counterintelligence offices as part of the growing martial law probe. “The emergency martial law investigation team of the Corruption Investigation Office is conducting a search and seizure operation at the Counterintelligence Command this afternoon,” investigators said in a statement. Yoon has so far refused to cooperate with the investigation into his martial law order. He has failed to report to investigators for questioning over allegations of abuse of authority and orchestrating a rebellion, and his presidential security service has prevented court-ordered searches of his office and residence. Yoon also faces charges of insurrection – a crime that can carry life imprisonment or the death penalty and one of the few charges from which a South Korean president does not have immunity. An official from the corruption investigation office said Yoon’s refusal to be questioned had prompted the warrant request. “The reason for the warrant is that there is a concern that the individual may refuse to comply with summons without justifiable reasons, and there is sufficient probable cause to suspect the commission of a crime,” the official said. The warrant is valid until 6 January, he said, adding that Yoon could be held at a police station or the Seoul detention centre.","A court in South Korea said yes to arresting the president. The president is Yoon Suk Yeol. He was stopped from working because of a problem.

Investigators said he made a bad decision. He wanted to use the army to control the country. This happened early this month.

Yoon wanted to use the army on December 3. This made the country have a big problem. It was the worst problem in many years. Washington was worried too.

Yoon had to stop using the army after six hours. Members of Parliament went to the parliament. They voted to stop him.

The corruption office said the court agreed to the arrest. But it is not sure if the police can arrest him.

The office said the court gave permission to arrest and search President Yoon. This happened this morning.

Yoon Kab-keun is Yoon's lawyer. He said this is not right. He said the arrest and search are not legal. The office that asked for the arrest does not have the power to do so.

Investigators said they went to the army's office. This is about the problem with using the army.

The investigators are searching the army's office. This is happening this afternoon.

Yoon has not helped with the investigation. He did not go to talk to the investigators. They wanted to ask him about using his power in a wrong way. They also think he started a rebellion. His guards stopped the court from searching his office and home.

Yoon might be charged with rebellion. This is a very bad crime. He could go to prison for life or die. Presidents usually cannot be charged with crimes, but this is one of the few exceptions.

An official said Yoon did not answer questions. This is why they wanted to arrest him.

The official said they think Yoon will not come to talk to them. They think he did something wrong. That is why they want to arrest him.

The arrest warrant is good until January 6. Yoon can be kept at a police station or in jail."
50,50_1,1,"Media reports said an imminent arrest or search of the presidential residence was unlikely, as investigators would seek to coordinate with the presidential security service. Technically, anyone obstructing the execution of an arrest warrant could be arrested. But under South Korean law, locations potentially linked to military secrets cannot be seized or searched without the consent of the person in charge, and it is unlikely that Yoon will voluntarily leave his residence if he faces arrest. It is the first time an arrest warrant has been issued for an incumbent president in South Korea, according to local media. Police were deployed early on Tuesday outside Yoon’s residence in central Seoul in an attempt to prevent unrest. Yoon’s supporters and protesters calling for his removal have staked out his residence, with local media showing images of altercations between the two camps overnight. “Unless Yoon voluntarily lets them detain him, there is no way to detain him,” said Choi Jin, director of the Seoul-based Institute of Presidential Leadership. “Should investigators have hand-to-hand fights with the security service?” Choi said that investigators were still likely to visit Yoon’s residence to show they were doing their work diligently and fairly. Park Sung-min, president of the Seoul-based political consulting firm MIN Consulting, said the push for an arrest warrant was probably an attempt to pressure Yoon to cooperate with the investigation. The acting leader of South Korea’s ruling People Power party, Kweon Seong-dong, said on Tuesday that attempting to detain a sitting president was inappropriate, according to Yonhap news agency. Yoon’s presidential powers were suspended after the national assembly voted to impeach him on 14 December over his imposition of martial law. The constitutional court has 180 days from that date to decide whether to confirm the impeachment or reinstate Yoon, whose two-and-a-half years in office have been marred by scandal and policy deadlock. The martial law order triggered weeks of political and market turmoil. Yoon’s replacement, Han Duck-soo, was also impeached last week for refusing to approve bills to facilitate the investigation into his predecessor.","Here is the text rewritten into CEFR A2 level English:

The news says the police will not arrest the president, Yoon, now. They will not search his house yet.

The police want to talk to the president's security guards first. It is against the law to stop the police from doing their job. The police can arrest people who do that.

But, there is a special rule in South Korea. The police cannot search places with military secrets. They need permission first. The person in charge must say it is okay.

President Yoon probably will not leave his house if the police want to arrest him. This is the first time the police want to arrest a president in South Korea.

On Tuesday morning, police went to President Yoon’s house in Seoul. They wanted to stop people from making trouble.

Some people support President Yoon. Other people want him to leave his job. These two groups of people were fighting outside his house last night.

Choi Jin works at a school in Seoul. He said the police cannot arrest President Yoon if he does not want to be arrested. He asked if the police should fight with the security guards.

Choi Jin thinks the police will still visit President Yoon’s house. They want to show they are doing their job well.

Park Sung-min works for a company in Seoul. He thinks the police want to arrest President Yoon to make him help with the investigation.

Kweon Seong-dong is a leader of a political party. He said it is not right to arrest a president who is still working.

The government stopped President Yoon from working on December 14. They voted to impeach him because he used martial law.

Now, the court has 180 days to decide. They will decide if President Yoon must leave his job or if he can come back.

President Yoon has been president for two and a half years. There have been problems and scandals during that time.

The martial law caused problems for weeks.

Han Duck-soo is now the president. Last week, the government also voted to impeach him. This is because he did not approve some papers about the investigation of President Yoon."
50,50_2,2,"Han’s successor as interim president, Choi Sang-mok, had been in office for just two days when he was confronted with the fatal plane crash at Muan international airport, the worst aviation disaster on South Korean soil. On Tuesday Choi called for national harmony and unity and for trust in the government in a New Year’s address. “The Republic of Korea is in an unprecedentedly serious situation,” Choi said in a written statement, citing changes around global trade, diplomacy and security, as well as domestic political uncertainty. “The government will do its best to run state affairs stably in all areas of defence, diplomacy, economy and society for the people to feel relieved,” he added. Agencies contributed reporting","Here is the text rewritten in CEFR A2 level English:

Choi Sang-mok is the new leader now. He is taking over from Han. He started the job two days ago.

Then, a plane crashed at Muan airport. It was a very bad accident. Many people died. It was the worst plane crash in South Korea.

On Tuesday, Choi spoke to the country. It was New Year. He said we need to be friends and work together. He said we need to trust the government.

Choi said South Korea is in a difficult time. He said things are changing in the world. This includes trade, talking to other countries, and keeping safe. He also said there are problems with the government in South Korea.

Choi said the government will work hard. They will keep the country safe. They will work on the economy. They will help people feel safe and happy."
51,51_0,0,"In the wake of the April 2019 fire that devastated Notre Dame, the French president Emmanuel Macron promised that the monument would be rebuilt with a “contemporary gesture”. There followed all manner of madcap ideas: a glass spire; a 300ft carbon-fibre flame; a swimming pool on the roof; a covered garden. In the end, Notre Dame was restored to its original former glory and ceremonially reopened this month. Now, however, the planned “contemporary gesture” has been revealed – and has sparked a bitter row. The French artist Claire Tabouret has been chosen to design new stained glass windows depicting Pentecostal scenes, to be installed in the chapels on the south side of the medieval church. Tabouret was among 100 artists who took part in a competition to replace the existing six windows installed by architect Eugène Viollet-le-Duc in 1844 – even though the windows were not damaged in the 2019 fire. Designs submitted by Tabouret, 43, a figurative artist whose work featured in the Vatican pavilion at the Venice Biennale this year and who now lives in Los Angeles, show scenes of people in prayer in shades of red, turquoise, yellow and pink. She will work with master glassmakers at the Atelier Simon-Marq, a glass workshop founded in Reims in 1640, to recreate the drawings in glass. The plan to replace the 19th-century chapel windows, which feature geometric designs described as having more historic than aesthetic value, has enraged critics. The 1964 Venice Charter, which codifies guidelines for preserving French buildings, states: “Items of sculpture, painting or decoration which form an integral part of a monument may only be removed if this is the sole means of ensuring their preservation,” and that “the valid contributions of all periods to the building of a monument must be respected”. In July, the national committee for heritage and architecture at France’s ministry of culture unanimously opposed the plan to remove Viollet-le-Duc’s windows, prompting one artist to withdraw his designs from the competition. The Académie des Beaux-Arts has also opposed the replacing of the windows.","In April 2019, there was a big fire at Notre Dame. Notre Dame is a very important church in France. The fire hurt the church a lot.

The French president, Emmanuel Macron, said he would rebuild the church. He wanted to add something new and modern. People had many strange ideas. Someone said to build a glass tower. Another idea was a very tall flame made of special material. Someone even wanted a swimming pool on the roof!

In the end, they fixed Notre Dame to look like it did before. It opened again this month. But now, we know what the new, modern thing will be. It is making many people angry.

A French artist named Claire Tabouret will design new windows. These windows will show pictures about Pentecost. Pentecost is a religious event. The windows will go in the small rooms on the south side of the church.

Many artists joined a contest. They wanted to make new windows. Claire Tabouret was one of them. She will change six old windows. These windows were put in by an architect, Eugène Viollet-le-Duc, in 1844. These old windows were not hurt in the fire.

Claire Tabouret is 43 years old. She makes art with people in it. Her art was in a show in Venice this year. Now, she lives in Los Angeles. Her window designs show people praying. The colors are red, blue, yellow, and pink.

She will work with glass experts. They work at a place called Atelier Simon-Marq. This workshop is very old. It started in 1640. They will make her drawings into real glass windows.

Some people are angry about changing the old windows. The old windows have shapes on them. People say they are important for history, but not very beautiful.

There are rules for taking care of old buildings in France. These rules say you can only remove art if you need to protect it. The rules also say we should respect things that were added to the building at different times.

In July, a group of experts said no to changing the windows. They all agreed that the old windows should stay. One artist even stopped being in the contest because of this. The Académie des Beaux-Arts also does not want to change the windows."
