original_index,chunk_id,chunk_index,text,b1_text
46,46_2,2,"“Whether you are a regular, public or political figure, if you say anything that isn’t a call for revenge or wiping out Gaza, you are seen as part of the enemy now. Writing ‘May God have mercy on Gaza, children in Gaza’ – that’s enough to get you targeted.” Since the attacks on 7 October, a series of prominent Arab Israelis have been arrested. In October, the singer Dalal Abu Amneh was arrested briefly after posting “there is no victor but Allah” alongside a Palestinian flag on Facebook. Some of the community’s most prominent political leaders were held after planning an anti-war protest. Standing Together has set up a hotline “to give people a place, Palestinian or Jews, to turn to” if they are being harassed. A recent poll found nearly 60% of Arab Israelis were afraid of being harassed and 10% had personal experience of harassment. Daood said: “This is a real setback in Israeli society, especially Jewish society. The pain people are living in and the terror they have had since 7 October … It has basically blinded people and people are beginning to lose their own humanity. “We have had so many bad moments, maybe this is the most traumatic, but we have been able to rise up after each and every incident before. We are trying to show there is still another path and another way.” Among the people watching the children making finger puppets and posters in Jaffa was Vera Deek, an Arab Christian former teacher. “We believe in coexistence … that’s why I brought my daughter here. But [the problem] is not with the children,” Deek said. “It’s very difficult to be here, trying to live a normal life, when so many people have died or are still dying.” Many Arab citizens of Israel have lost friends and relatives in Gaza but also in the attacks on 7 October. Some of the first deaths reported were four people who died when a rocket fired from Gaza hit a Bedouin village in the Negev desert. Arab Israelis responding to the ground offensive, including paramedics, were also killed by Hamas. The Negev’s Bedouin tribes were some of the first to organise volunteer teams to search for missing Israelis.","It is difficult now to say something that is not about revenge or destroying Gaza. If you say something different, people may think you are the enemy.

For example, if you write ""God help Gaza, and the children in Gaza,"" you might be in trouble.

After the attacks on October 7th, some important Arab Israelis were arrested.

In October, a singer named Dalal Abu Amneh was arrested for a short time. She wrote ""Only God wins"" and showed a Palestinian flag on Facebook.

Some political leaders were also arrested. They were planning a protest against the war.

An organization called Standing Together has created a special phone line. It is for people who are being bothered or harassed. This includes both Palestinians and Jewish people.

A recent survey showed that almost 60% of Arab Israelis are scared of being bothered. 10% have already been bothered.

Daood said that this is bad for Israeli society, especially for Jewish society. People are in pain and feel very scared since October 7th. This has made people lose their humanity.

He said that they have had many bad times before, but they always recovered. They are trying to show that there is a better way.

Vera Deek is an Arab Christian. She used to be a teacher. She was watching children make puppets and posters in Jaffa.

She said they believe in living together peacefully. That is why she brought her daughter there. But she thinks the problem is not with the children.

She said it is hard to live a normal life when so many people have died or are still dying.

Many Arab citizens of Israel have lost friends and family in Gaza. They have also lost people in the attacks on October 7th.

Some of the first people who died were in a Bedouin village. A rocket from Gaza hit the village in the Negev desert.

Some Arab Israelis helped after the ground attacks. They were paramedics and other helpers. Some of them were killed by Hamas.

The Bedouin tribes in the Negev were among the first to help. They made teams to look for missing Israelis."
46,46_3,3,"As she spoke, Deek jumped at the sounds of a construction site – similar to the booms of the anti-rocket batteries in action only a few minutes before – then explained that she was worried about her son, who was playing football in a nearby park. “Arabs and Jews must live together,” Deek said. “Ordinary people are not the problem.”","Deek was talking. Suddenly, she heard noises. The noises sounded like a building site. They were like the loud sounds of the rockets a few minutes ago. Deek said she was worried. Her son was playing football. He was in a park close by. Deek said, ""Arabs and Jews must live together."" She also said, ""Normal people are not the problem."""
47,47_0,0,"There was a familiar sense of misery for many travellers in the week before Christmas as hundreds of trains were cancelled, motorways were closed and ferry passengers queued for miles waiting to board their ships. But it doesn’t have to be this way, transport campaigners say, as politicians and transport bosses have the power to ease some of the problems facing travellers. There is more gloom to come in the short term, according to the RAC, with Boxing Day traffic surging, and the prospect of dangerous winds in Scotland and northern England. Around 21 million people drove to visit family or friends before Christmas, and thousands more took flights or trains as what has become known as the great Christmas getaway gained momentum. Storm Pia caused disruption to rail and road in Scotland and northern England on Wednesday. Eurostar workers in France took industrial action the following day, and the knock-on effect was huge demand for ferry services. Motorists queued for 90 minutes during peak times. Saturday was expected to be the busiest day of the year on the roads, according to the RAC and Inrix, with 20% more car journeys than last Christmas weekend. On Boxing Day they expect drivers on the M25 to face 50-minute delays, and on 27 December journeys in busy areas of the UK will be 25% longer. On Saturday Port of Dover Travel reported a 90-minute wait at French border controls as traffic built up after a surge in ferry bookings in the wake of Thursday’s Eurotunnel disruption. And the Met Office is warning of high winds in Scotland, northern England and north Wales today, with possible power cuts and flying debris. Even though the weather may be out of the control of ministers and rail chiefs, they have other ways of easing the burden on travellers, according to the Campaign for Better Transport (CBT) and the Clean Cities Campaign (CCC). National Highways removed 1,000 miles of roadworks on 19 December – “an early Christmas present” for drivers during the festive getaway. They will be back on 2 January. Widespread engineering works are planned for the rail network, although Network Rail said it was carrying out less work than usual, and no trains run on Christmas Day. In London, Paddington station is shut until Wednesday for HS2 works, while King’s Cross is shut today and Victoria station is not running Southeastern services until 2 January.","Many people who wanted to travel before Christmas were sad. Hundreds of trains were stopped. Roads were closed. People waited a long time to get on ferries.

Some people who want to make transport better say it does not have to be like this. They say that politicians and people in charge of transport can help. They can make it easier for people to travel.

The RAC (a car organisation) says that things will get worse soon. There will be a lot of traffic on Boxing Day (the day after Christmas). Also, there might be strong winds in Scotland and the north of England.

About 21 million people drove to see family or friends before Christmas. Many other people used planes or trains. This is called the ""great Christmas getaway.""

Storm Pia caused problems for trains and roads in Scotland and the north of England on Wednesday.

Eurostar workers in France went on strike on Thursday. This made many people want to use ferries. People had to wait 90 minutes to drive onto the ferries during the busiest times.

The RAC and Inrix (traffic information companies) said that Saturday would be the busiest day for roads. They thought there would be 20% more cars on the roads than last Christmas.

They think that on Boxing Day, drivers on the M25 road will wait 50 minutes because of traffic. On December 27th, trips in busy parts of the UK will take 25% longer.

On Saturday, the Port of Dover said people waited 90 minutes at the border. This was because many more people wanted to use ferries after the Eurotunnel problems on Thursday.

The Met Office (weather service) says there will be strong winds in Scotland, the north of England, and north Wales. There might be power cuts and things blowing around.

The weather is difficult to control, but people in charge can still help travellers. This is what the Campaign for Better Transport (CBT) and the Clean Cities Campaign (CCC) say.

National Highways (the people in charge of roads) took away 1,000 miles of roadworks on December 19th. They said this was a ""Christmas present"" for drivers. But the roadworks will be back on January 2nd.

There will be work on the train tracks. Network Rail (the train track company) said they are doing less work than usual. Also, no trains run on Christmas Day.

In London, Paddington station is closed until Wednesday because of HS2 (a new train line) work. King's Cross station is closed today. Victoria station will not have Southeastern trains until January 2nd."
47,47_1,1,"And passengers will be gambling with services by operators such as Avanti West Coast, which cut services in December and has seen 32% of services cancelled or severely delayed. “It doesn’t have to be this way,” said Michael Solomon Williams, CBT campaigns manager. “It’s not rational any more to distinguish between commuter travel and leisure travel.” Since the pandemic, fewer people travel during the week, he said. “People work weekends, go to football matches. There are all sorts of reasons why we need more services at weekends and Christmas, when people travel around the country more than any other time. “Another time makes more sense, like the second week of January, or on a Monday, for example.” He added that another balm for travellers would be the creation of Great British Railways, announced by the government in May 2021 but mothballed in October 2022. And passengers are being told to pay an extra 4.9% on rail fares in the new year. “They could have frozen fares the way they have with fuel duty for the last 13 years,” Solomon Williams said. “The cost of travelling by train has gone up at twice the rate of driving.” Oliver Lord, head of CCC, said that disrupting services on the busiest travel days of the year meant people were more likely to choose to take the car, adding to congestion. “A third of rail use now is on leisure,” he said. “If the three or four times a year a family wants to use trains to get out of town, and their experience is engineering works, a rail replacement bus service and journeys that take three times as long, what will they think? “It’s a great opportunity for the government to make a strategic decision,” Lord added. “If we said the first week or two of January was a time when businesses and corporations could do things a bit differently, with more working from home, that would be a great new year’s resolution from the government.” Travellers who have faced cancellations or delays should make sure they claim compensation, said Naomi Leach, deputy editor of Which? Travel. “Sadly, it seems as though serious travel disruption over the festive period is becoming increasingly commonplace, with travellers once again facing the misery of cancelled trains as they try to make it home in time for Christmas,” she said.","Some train companies like Avanti West Coast are not running many trains. They stopped some trains in December. A lot of their trains are late or canceled. This is bad for people who want to travel.

Michael Solomon Williams works for CBT. He said this does not need to happen. He thinks it is not right to separate travel for work and travel for fun.

He said that after the pandemic, fewer people travel during the week. Now, people travel on weekends and for events. We need more trains on weekends and holidays like Christmas. People travel more around the country at these times. He thinks that it is better to reduce train service at other times such as the second week of January or on Mondays.

He also said that Great British Railways would help travelers. The government announced it in 2021, but stopped working on it in 2022.

Train tickets will cost 4.9% more next year. Mr. Williams said the government could have stopped the price from going up, like they did with fuel prices for cars. He said train tickets are getting more expensive faster than driving.

Oliver Lord works for CCC. He said that when trains are not running on busy days, people will drive cars instead. This makes traffic worse.

He said that many people use trains for fun now. If a family wants to take the train a few times a year but the trains are not working well, they will not like it. They will think the train is slow and bad.

Mr. Lord said that the government could make a good plan. He said that businesses could let people work from home for the first few weeks of January. This would be a good idea for the new year.

Naomi Leach works for Which? Travel. She said that if your train is canceled or late, you should ask for money back. She said that train problems are happening more often during holidays. People are having problems getting home for Christmas."
47,47_2,2,"“If your train is cancelled or delayed, make sure you make a note of your ticket number and register a claim via Delay Repay, a nationwide scheme to compensate rail passengers for delays of 15 minutes or more. “The Eurostar operates its own compensation scheme for delays of an hour or more which accepts claims from 24 hours after the disruption took place.”","Okay, here's the rewritten text at a B1 CEFR level:

""Sometimes, trains are cancelled. Sometimes, trains are late.

If this happens to you, write down your ticket number. You can then ask for money back. This is because of a special plan called Delay Repay.

Delay Repay is for all train companies in the country. If your train is late by 15 minutes or more, you can ask for money back.

The Eurostar train company has its own plan. This plan is for trains that are late by one hour or more. You can ask for money back one day after your train was late."""
48,48_0,0,"A person has died in Scotland after falling ill with E coli, in what appears to be the first death linked to an outbreak that has affected at least 30 people. The UK Health Security Agency said the death “has been associated with this outbreak” and added later that it occurred in Scotland, but was unable to provide more information about the case. The agency said that as of 27 December there had been 30 confirmed cases in England and Scotland linked to an outbreak of Shiga toxin-producing E coli (Stec), which first emerged in July. The cases involved children as young as seven and those aged up to 81, and most cases had occurred in December. The Food Standards Agency (FSA) and Food Standards Scotland announced a precautionary recall of four cheeses made by Mrs Kirkham’s Lancashire Cheese on Christmas Eve due to possible E coli contamination. It added a fifth product, which is sold by Waitrose, to the recall list on 27 December. “Epidemiological and food chain investigations have identified links between some of the identified cases and a number of unpasteurised cheeses produced by a business in England,” the agency said. “UKHSA is continuing to follow up cases to identify any common links, including determining whether cases ate or came into contact with the recalled cheeses.” The products affected by the recall are: Mrs Kirkham’s Mild &amp; Creamy Lancashire; Mrs Kirkham’s Tasty Lancashire; Mrs Kirkham’s Mature Lancashire; Mrs Kirkham’s Smoked Lancashire; and No 1 Waitrose and Partners, Farmhouse Kirkham’s Lancashire cheese. Amy Douglas, the agency’s incident director for gastrointestinal infections and food safety division, urged people who suspected they may have been infected not to travel over the holiday season. “There have been at least 30 confirmed cases of this specific outbreak strain of Stec in the UK,” she said. “Symptoms of Stec include severe diarrhoea (including bloody diarrhoea), stomach cramps, vomiting and fever. If you have diarrhoea and vomiting, you can take steps to avoid passing it on to family and friends over the festive period.","Someone in Scotland has died. They were sick with E coli. It seems to be the first death from a sickness that has made 30 people sick.

The UK Health Security Agency said the death is linked to this sickness. They said it happened in Scotland. They could not give more information.

The agency said that on December 27th, 30 people in England and Scotland had E coli. This kind of E coli makes something called Shiga toxin. The sickness started in July.

Children as young as seven and people as old as 81 got sick. Most people got sick in December.

The Food Standards Agency and Food Standards Scotland said to throw away some cheeses. This was on Christmas Eve. The cheeses might have E coli in them. They were made by Mrs Kirkham’s Lancashire Cheese.

Later, they added another cheese to the list. This cheese is sold by Waitrose.

The agency said they found a link between the sick people and some cheeses. These cheeses were not heated to kill germs. They were made by a company in England.

The UKHSA is still checking to see if the sick people have anything else in common. They are checking if they ate the cheeses or touched the cheeses.

The cheeses you should throw away are: Mrs Kirkham’s Mild & Creamy Lancashire; Mrs Kirkham’s Tasty Lancashire; Mrs Kirkham’s Mature Lancashire; Mrs Kirkham’s Smoked Lancashire; and No 1 Waitrose and Partners, Farmhouse Kirkham’s Lancashire cheese.

Amy Douglas works for the agency. She said if you think you are sick, do not travel. This is especially important during the holidays.

She said at least 30 people have this kind of E coli in the UK. The sickness can cause bad diarrhea, stomach pain, throwing up, and a fever. If you have diarrhea and are throwing up, be careful. You do not want to give it to your family and friends."
48,48_1,1,"“Washing your hands with soap and warm water and using bleach-based products to clean surfaces will help stop infections from spreading. Don’t prepare food for others if you have symptoms or for 48 hours after symptoms stop. “Many of us will be travelling for Christmas, but if you are unwell you should avoid visiting people in hospitals and care homes to avoid passing on the infection in these settings. Do not return to work or school once term restarts, until 48 hours after your symptoms have stopped.” A spokesperson for Public Health Scotland said: “PHS can confirm there has been one death associated with E coli O145 in Scotland. We are continuing to monitor the situation in Scotland and are working with UKHSA, who are investigating at a UK-wide level.” A Scottish government spokesperson said: “Our thoughts are with the loved ones of the person who has died. The Scottish government, Food Standards Scotland and Public Health Scotland will continue to do all we can to assist with the ongoing investigations. “We encourage everyone to check the product recall details on the Food Standards Scotland website. Cheeses are sometimes included as part of a hamper, served as individual portions or bought as a gift, so it may not always be clear whether you have purchased an affected product.”","Here's the rewritten text at a CEFR B1 level:

It is important to stop infections from spreading. You can wash your hands with soap and warm water. You can also clean surfaces with bleach. This will help.

If you are sick, don't make food for other people. Wait 48 hours after you feel better. Then you can make food again.

Many people will travel for Christmas. If you are sick, don't visit people in hospitals or care homes. You don't want to give them your infection.

If you are sick, don't go back to work or school. Wait 48 hours after you feel better. Then you can go back.

Someone from Public Health Scotland said: ""We know that one person in Scotland has died from E coli O145. We are watching the situation in Scotland. We are working with UKHSA. They are checking the situation in the UK.""

Someone from the Scottish government said: ""We are very sorry for the family of the person who died. The Scottish government, Food Standards Scotland, and Public Health Scotland are helping with the investigation.

""Please check the Food Standards Scotland website. It has information about food that you should not eat. Some cheeses are part of gift baskets. They are also sold alone, or as gifts. So, check if you have bought cheese that is not safe."""
49,49_0,0,"The Middle East has been slipping towards the precipice of a regional war ever since the Hamas attack on Israel on 7 October and the ferocious Israeli response in Gaza. The past week has shown how the cliff edge keeping it from that abyss could quickly crumble away. Within hours of the outbreak of the Gaza war, the Hezbollah Shia militia in Lebanon began to fire on northern Israeli towns and villages in solidarity with Palestinians, triggering Israeli air strikes in response, and Houthi forces in Yemen attacked ships in the Red Sea with real or perceived Israeli connections. The US moved two aircraft carriers and their accompanying strike groups to the region as American bases in Syria and Iraq came under repeated attacks from Iran-affiliated groups, drawing swift retaliation from Washington. At the same time the West Bank erupted in protests at the bombing of civilians in Gaza and extremist Jewish settlers quickly sought to ride the wave of Israeli anger by seizing Palestinian land and terrorising its residents. Each of these theatres of conflict has the potential to ignite a much-feared Middle East conflagration, and the past few days have demonstrated just how easily escalation, intended or not, could bring Israel into open confrontation with Iran, and suck in the US too. An Israeli airstrike just outside Damascus killed a senior figure in Iran’s Islamic Revolutionary Guard Corps (IRGC), Sayyed Razi Mousavi, who was responsible for military liaison between Syria and Iran. After Mousavi’s death last Monday, the IRGC issued a statement declaring the “usurper and savage Zionist regime will pay for this crime”. Tehran’s Houthi allies have meanwhile have been firing on the US-led “Prosperity Guardian” naval task force assembled to protect shipping in the Red Sea. American warships shot down dozens of drones and also a handful of ballistic missiles. US Central Command issued a statement to say that Washington had “every reason to believe that these attacks, while launched by the Houthis in Yemen, are fully enabled by Iran”.","Since the attack by Hamas on Israel on October 7th, the Middle East has become more dangerous. Israel's response in Gaza has made things worse. The region is close to a big war.

Last week showed how easily things could become much worse. The situation is very unstable.

Soon after the war in Gaza started, Hezbollah in Lebanon started shooting at towns in northern Israel. They wanted to support the Palestinians. Israel then attacked Lebanon with planes.

Also, Houthi forces in Yemen attacked ships in the Red Sea. They thought these ships were connected to Israel.

The US sent two big ships with planes to the area. American bases in Syria and Iraq were attacked many times by groups connected to Iran. The US attacked back quickly.

At the same time, people in the West Bank protested the bombing of people in Gaza. Some Jewish settlers tried to take advantage of the situation. They took Palestinian land and scared people.

Each of these situations could start a big war in the Middle East. The last few days have shown how easily things can get out of control. Israel could fight openly with Iran, and the US could be pulled into the war too.

An Israeli plane attacked a place near Damascus. It killed Sayyed Razi Mousavi, a leader from Iran's Islamic Revolutionary Guard Corps (IRGC). He helped Syria and Iran work together on military matters.

After Mousavi died last Monday, the IRGC said that Israel would pay for this. They called Israel a ""savage"" regime.

Iran's allies, the Houthis, are shooting at ships in the Red Sea. These ships are part of a US-led group called ""Prosperity Guardian."" This group is there to protect ships.

American ships shot down many drones and some missiles. US Central Command said that the attacks were done by the Houthis in Yemen. But they also said that Iran helped them a lot."
49,49_1,1,"If a US warship is struck, Joe Biden would be under intense pressure to deliver a decisive response, as he enters an election year with his tenure hanging in the balance and Republicans looking to focus on any trace of weakness. On Thursday, a former Israeli prime minister, Naftali Bennett, wrote a commentary in a US newspaper expressing the view of many on the hawkish end of the security establishments in both the Israel and the US that they are doomed to fight Iranian proxies indefinitely until Iran is taken on directly. “The evil empire of Iran must be brought down,” Bennett argued in the Wall Street Journal. “The US and Israel must set the clear goal of bringing down Iran’s evil regime. Not only is this possible. It is vital for the safety and security of the Middle East – and the entire civilised world.” On Friday, the UN security council convened to discuss violence on the West Bank, but the session was quickly drawn into a discussion of a regional war. The Israeli ambassador, Gilad Erdan, dismissed the issue of settler violence in the West Bank as a distraction from the threat from Hezbollah in Lebanon. “The situation in northern Israel is reaching a point of no return,” Erdan said, echoing an increasingly frequent warning from Israeli officials that their country would take matters into its own hands, possibly by carving out a buffer zone in southern Lebanon. “If these attacks continue, I reiterate the situation will escalate and may lead to a full-scale war. Lebanon must be held accountable for the aggression carried out from its territory,” the Israeli envoy said. Mohamed Khaled Khiari, a UN assistant secretary-general, told security council members that, while most of the exchange of fire between Israel and Hezbollah had been around the border, some strikes were going deeper into each other’s territory, “raising the spectre of an uncontained conflict with devastating consequences for the people of both countries”. Khiari added that “the risk of miscalculation and further escalation is increasing as the conflict in Gaza continues”.","If a US ship is attacked, Joe Biden will have a hard time. People will want him to act strongly. He is running for president again. Republicans will say he is weak if he doesn't do much.

Naftali Bennett used to be the leader of Israel. He wrote an article in a newspaper. He said that Israel and the US will keep fighting Iran's friends. He thinks they need to fight Iran directly.

Bennett said Iran is bad and must be stopped. He said the US and Israel should try to remove Iran's leaders. He believes this is important for safety in the Middle East and the world.

The UN talked about violence in the West Bank on Friday. But the meeting became about a bigger war. The Israeli ambassador, Gilad Erdan, said the West Bank violence is not the main problem. He said the real danger is Hezbollah in Lebanon.

Erdan said the situation in northern Israel is getting very bad. He said Israel might have to do something itself. Maybe they will make a safe area in southern Lebanon.

He said if the attacks continue, there could be a big war. He said Lebanon is responsible for the attacks from its land.

Mohamed Khaled Khiari works for the UN. He told the UN that Israel and Hezbollah are shooting at each other. Some attacks are going far into each other's land. He said this could cause a big war that is hard to stop. It would be very bad for both countries.

Khiari said the danger of a mistake and a bigger war is growing. This is because the war in Gaza is still happening."
49,49_2,2,"Lana Nusseibeh, the envoy of the United Arab Emirates, expressed the uneasiness of the Arab world that in the absence of “bold and perhaps uncomfortable decisions” to reverse the drift towards regional conflict, “the alternative is the hellscape of Gaza expanded into the West Bank, Israel, Lebanon, and other parts of the Middle East”. Since the 7 October Hamas attack, the UN estimates that 304 Palestinians have been killed in the West Bank, including 79 children, along with four Israelis, three of them soldiers. Four more Israelis were killed in West Jerusalem in an attack by Palestinian gunmen on 30 November. One of the dead was mistakenly shot by an Israeli soldier. The disproportionate number of Palestinian dead showed that Israeli forces have been conducting an overkill campaign in an effort to deter an uprising in the West Bank in solidarity with Gaza, argued Khaled Elgindy, a senior fellow at the Middle East Institute in Washington. “The Israeli mindset is that they think they are preventing a third Intifada,” Elgindy said. “But I think the way they’re operating, they’re probably more like causing one.” He pointed to the Israeli prime minister, Benjamin Netanyahu, as a particularly volatile element in the combustible state of the region. Overwhelmingly blamed by Israelis for the security lapses that allowed the Hamas attack to happen, Netanyahu faces a fall from power, but only when the fighting ends, or at least lessens in intensity. An escalation, on the other hand, could keep him in his post. “It is Netanyahu, frankly, who is dictating the terms on all fronts – in Gaza, on the Lebanon border, across the region – for Netanyahu’s reasons. This is his war,” Elgindy said. He added: “ I think every day that this goes on, you get closer to regional expansion of this whole mess.”","Lana Nusseibeh works for the United Arab Emirates. She said that the Arab world is worried. If we don't make big, hard choices, the problems in the area will get worse.

If things don't change, the bad situation in Gaza could spread. It could affect the West Bank, Israel, Lebanon, and other places in the Middle East.

On October 7th, Hamas attacked. After that, the United Nations (UN) says that many people have died in the West Bank. About 304 Palestinians have died, including 79 children. Also, four Israelis have died, three were soldiers.

Four more Israelis died in Jerusalem on November 30th. Palestinian men with guns attacked them. One of the people who died was shot by mistake by an Israeli soldier.

Khaled Elgindy works at the Middle East Institute. He said that many more Palestinians have died than Israelis. This shows that Israeli soldiers are using too much force. They want to stop people in the West Bank from helping Gaza.

Elgindy said that Israel wants to stop another big uprising. They think they are preventing an “Intifada”. But the way they are acting might cause one.

He said that Benjamin Netanyahu, the leader of Israel, makes things worse. Many Israelis think Netanyahu made mistakes that allowed the Hamas attack to happen. Netanyahu might lose his job, but not until the fighting stops or gets better.

If the fighting gets worse, Netanyahu could stay in power. Elgindy said that Netanyahu is in charge of everything. He decides what happens in Gaza, near Lebanon, and in the whole area. This is his war.

Elgindy also said that every day the fighting continues, the problems are more likely to spread to other countries."
50,50_0,0,"A court in South Korea has approved an arrest warrant for the country’s suspended president, Yoon Suk Yeol, who was impeached over his ill-fated decision to impose martial law early this month, investigators said. Yoon’s decision to declare martial law late on 3 December plunged Asia’s fourth-biggest economy into its worst political crisis for decades and caused concern in Washington. Yoon was forced to lift the order just six hours later after MPs forced their way into parliament to vote it down. The corruption investigation office confirmed that a court in Seoul had approved the warrant, but it was not clear if police would be able to execute it. “The arrest warrant and search warrant for President Yoon Suk Yeol … were issued this morning,” the Joint Investigation Headquarters said in a statement. Yoon Kab-keun, a lawyer for Yoon, condemned the move. “The arrest warrant and search and seizure warrant issued at the request of an agency without investigative authority are illegal and invalid,” he said in a statement. Soon after investigators said they had raided the army’s counterintelligence offices as part of the growing martial law probe. “The emergency martial law investigation team of the Corruption Investigation Office is conducting a search and seizure operation at the Counterintelligence Command this afternoon,” investigators said in a statement. Yoon has so far refused to cooperate with the investigation into his martial law order. He has failed to report to investigators for questioning over allegations of abuse of authority and orchestrating a rebellion, and his presidential security service has prevented court-ordered searches of his office and residence. Yoon also faces charges of insurrection – a crime that can carry life imprisonment or the death penalty and one of the few charges from which a South Korean president does not have immunity. An official from the corruption investigation office said Yoon’s refusal to be questioned had prompted the warrant request. “The reason for the warrant is that there is a concern that the individual may refuse to comply with summons without justifiable reasons, and there is sufficient probable cause to suspect the commission of a crime,” the official said. The warrant is valid until 6 January, he said, adding that Yoon could be held at a police station or the Seoul detention centre.","A court in South Korea said yes to arresting the president, Yoon Suk Yeol. He was stopped from being president because of a problem with a decision he made.

Investigators said the problem was about him wanting to use the army to control the country. This happened at the start of the month.

Yoon wanted to use the army on December 3. This made the country have a big problem. It was the worst problem in many years. Other countries like the United States were worried.

Members of parliament did not agree with Yoon. They went into the parliament building and voted against his idea. Yoon had to stop his plan six hours later.

The office that investigates bad behavior said that a court in Seoul agreed to the arrest. But it is not sure if the police can arrest him.

The investigation office said that the court gave permission to arrest and search President Yoon. This happened in the morning.

Yoon Kab-keun is a lawyer for Yoon. He said that the arrest is not right. He said the office asking for the arrest does not have the power to do it.

Soon after, the investigators went to the army's offices. They were looking for information about the plan to use the army.

The investigators said they were searching the Counterintelligence Command. This happened in the afternoon.

Yoon has not helped with the investigation. He has not gone to talk to the investigators about his plan. They want to ask him about using his power in a wrong way and planning a rebellion.

His security team has stopped the court from searching his office and home.

Yoon is also charged with rebellion. This is a very serious crime. He could go to prison for life or be killed. This is one of the few crimes that a South Korean president can be charged with.

An official from the investigation office said Yoon would not answer questions. That is why they asked for the arrest.

The official said they are worried that Yoon will not come when they ask him. They also think he did something wrong.

The arrest is allowed until January 6. Yoon could be held at a police station or a jail in Seoul."
50,50_1,1,"Media reports said an imminent arrest or search of the presidential residence was unlikely, as investigators would seek to coordinate with the presidential security service. Technically, anyone obstructing the execution of an arrest warrant could be arrested. But under South Korean law, locations potentially linked to military secrets cannot be seized or searched without the consent of the person in charge, and it is unlikely that Yoon will voluntarily leave his residence if he faces arrest. It is the first time an arrest warrant has been issued for an incumbent president in South Korea, according to local media. Police were deployed early on Tuesday outside Yoon’s residence in central Seoul in an attempt to prevent unrest. Yoon’s supporters and protesters calling for his removal have staked out his residence, with local media showing images of altercations between the two camps overnight. “Unless Yoon voluntarily lets them detain him, there is no way to detain him,” said Choi Jin, director of the Seoul-based Institute of Presidential Leadership. “Should investigators have hand-to-hand fights with the security service?” Choi said that investigators were still likely to visit Yoon’s residence to show they were doing their work diligently and fairly. Park Sung-min, president of the Seoul-based political consulting firm MIN Consulting, said the push for an arrest warrant was probably an attempt to pressure Yoon to cooperate with the investigation. The acting leader of South Korea’s ruling People Power party, Kweon Seong-dong, said on Tuesday that attempting to detain a sitting president was inappropriate, according to Yonhap news agency. Yoon’s presidential powers were suspended after the national assembly voted to impeach him on 14 December over his imposition of martial law. The constitutional court has 180 days from that date to decide whether to confirm the impeachment or reinstate Yoon, whose two-and-a-half years in office have been marred by scandal and policy deadlock. The martial law order triggered weeks of political and market turmoil. Yoon’s replacement, Han Duck-soo, was also impeached last week for refusing to approve bills to facilitate the investigation into his predecessor.","Here is the rewritten text at a CEFR B1 level:

The news said that the police will probably not arrest the president or search his house soon. The police want to talk to the people who protect the president first.

If someone stops the police from arresting someone, that person can be arrested too. But in South Korea, the police cannot search places with military secrets without permission. The president probably will not let the police search his house if they want to arrest him.

This is the first time a president in South Korea might be arrested. Police came to the president's house in Seoul early Tuesday. They wanted to stop problems.

People who support the president and people who want him to leave his job are at his house. The news showed that they had some fights last night.

Choi Jin said that if the president does not want to be arrested, it is not possible. Choi Jin works at a place that studies presidents. He said the police should not fight with the president's guards.

Choi Jin said the police will still visit the president's house. They want to show they are doing their job well.

Park Sung-min said the police want to arrest the president to make him help with the investigation. Park Sung-min works for a company that gives advice about politics.

Kweon Seong-dong said it is not right to try to arrest a president who is still working. Kweon Seong-dong is a leader in the People Power party.

The president's power was taken away after a vote. People voted to impeach him on December 14 because he used martial law.

The court has 180 days to decide if the president should leave his job or go back to work. The president has had problems while working for two and a half years. There have been scandals and problems with making decisions.

The martial law caused problems with politics and money.

The person who replaced the president, Han Duck-soo, was also impeached last week. This was because he did not agree to some laws. These laws would have helped the investigation about the old president."
50,50_2,2,"Han’s successor as interim president, Choi Sang-mok, had been in office for just two days when he was confronted with the fatal plane crash at Muan international airport, the worst aviation disaster on South Korean soil. On Tuesday Choi called for national harmony and unity and for trust in the government in a New Year’s address. “The Republic of Korea is in an unprecedentedly serious situation,” Choi said in a written statement, citing changes around global trade, diplomacy and security, as well as domestic political uncertainty. “The government will do its best to run state affairs stably in all areas of defence, diplomacy, economy and society for the people to feel relieved,” he added. Agencies contributed reporting","Choi Sang-mok became the new president for a short time. This happened after Han.

Just two days later, something bad happened. A plane crashed at Muan airport. It was a very bad accident, the worst plane crash in South Korea.

On Tuesday, Choi spoke to the country. It was his New Year's speech. He said we need to be friends and work together. He said we need to believe in the government.

Choi said South Korea has big problems. He said things are changing with trade, other countries, and safety. There are also problems in our own country with politics.

He said the government will try its best. They will try to keep things calm in defense, talking with other countries, money, and our society. They want people to feel safe and not worry.

News agencies helped write this report."
